Date,Council,NumberVaccinated,DailyPositive,DailyDeaths,Pop
2021-05-27,East Lothian,1159,6,0,107900
2021-05-27,East Renfrewshire,472,30,0,96060
2021-05-27,Na h-Eileanan Siar,28,0,0,26500
2021-05-27,Falkirk,1327,9,0,160560
2021-05-27,Highland,2230,28,0,235430
2021-05-27,Inverclyde,37,4,0,77060
2021-05-27,Midlothian,734,11,0,93150
2021-05-27,Moray,833,1,0,95710
2021-05-27,North Ayrshire,816,15,0,134250
2021-05-27,Orkney Islands,337,0,0,22400
2021-05-27,Scottish Borders,1272,0,0,115240
2021-05-27,Shetland Islands,373,0,0,22870
2021-05-27,South Ayrshire,1040,17,0,112140
2021-05-27,South Lanarkshire,3051,38,0,320820
2021-05-27,Stirling,847,8,0,94080
2021-05-27,Aberdeen City,1738,2,0,229060
2021-05-27,Aberdeenshire,2206,5,0,260780
2021-05-27,Argyll & Bute,624,2,0,85430
2021-05-27,City of Edinburgh,6269,61,1,527620
2021-05-27,Renfrewshire,1247,41,0,179390
2021-05-27,West Dunbartonshire,965,1,0,88340
2021-05-27,West Lothian,2059,7,0,183820
2021-05-27,Angus,459,6,0,115820
2021-05-27,Dundee City,1131,25,0,148820
2021-05-27,East Dunbartonshire,836,13,0,108750
2021-05-27,Fife,3283,26,0,374130
2021-05-27,Perth & Kinross,987,11,0,151910
2021-05-27,Glasgow City,6952,125,0,635640
2021-05-27,North Lanarkshire,2954,49,0,341140
2021-05-28,Clackmannanshire,623,2,0,51290
2021-05-28,Dumfries & Galloway,1038,2,0,148290
2021-05-28,East Ayrshire,1090,17,0,121600
2021-05-28,East Lothian,1416,9,0,107900
2021-05-28,East Renfrewshire,218,23,0,96060
2021-05-28,Na h-Eileanan Siar,359,0,0,26500
2021-05-28,Falkirk,1478,8,0,160560
2021-05-28,Highland,1996,18,0,235430
2021-05-28,Inverclyde,1166,2,0,77060
2021-05-28,Midlothian,1659,15,0,93150
2021-05-28,Moray,733,3,0,95710
2021-05-28,North Ayrshire,194,13,0,134250
2021-05-28,Orkney Islands,412,0,0,22400
2021-05-28,Scottish Borders,407,0,0,115240
2021-05-28,Shetland Islands,452,0,0,22870
2021-05-28,South Ayrshire,1444,23,1,112140
2021-05-28,South Lanarkshire,2994,37,0,320820
2021-05-28,Stirling,1021,17,0,94080
2021-05-28,Aberdeen City,1478,7,0,229060
2021-05-28,Aberdeenshire,1876,1,0,260780
2021-05-28,Argyll & Bute,513,2,0,85430
2021-05-28,City of Edinburgh,4920,64,0,527620
2021-05-28,Renfrewshire,433,42,0,179390
2021-05-28,West Dunbartonshire,802,6,0,88340
2021-05-28,West Lothian,2272,16,0,183820
2021-05-28,Angus,584,8,0,115820
2021-05-28,Dundee City,948,18,0,148820
2021-05-28,East Dunbartonshire,864,15,0,108750
2021-05-28,Fife,3272,23,0,374130
2021-05-28,Perth & Kinross,841,10,0,151910
2021-05-28,Glasgow City,6100,108,0,635640
2021-05-28,North Lanarkshire,3058,40,0,341140
2021-05-29,Clackmannanshire,693,1,0,51290
2021-05-29,Dumfries & Galloway,1043,2,0,148290
2021-05-29,East Ayrshire,888,15,0,121600
2021-05-29,East Lothian,1368,5,0,107900
2021-05-29,East Renfrewshire,654,24,0,96060
2021-05-29,Na h-Eileanan Siar,943,0,0,26500
2021-05-29,Falkirk,1378,11,0,160560
2021-05-29,Highland,3034,10,0,235430
2021-05-29,Inverclyde,810,5,0,77060
2021-05-29,Midlothian,663,8,0,93150
2021-05-29,Moray,688,0,0,95710
2021-05-29,North Ayrshire,628,7,0,134250
2021-05-29,Orkney Islands,398,0,0,22400
2021-05-29,Scottish Borders,87,1,0,115240
2021-05-29,Shetland Islands,2,0,0,22870
2021-05-29,South Ayrshire,97,22,1,112140
2021-05-29,South Lanarkshire,3464,22,1,320820
2021-05-29,Stirling,528,6,0,94080
2021-05-29,Aberdeen City,1042,2,0,229060
2021-05-29,Aberdeenshire,159,4,0,260780
2021-05-29,Argyll & Bute,330,1,0,85430
2021-05-29,City of Edinburgh,4036,60,0,527620
2021-05-29,Renfrewshire,563,24,0,179390
2021-05-29,West Dunbartonshire,91,6,0,88340
2021-05-29,West Lothian,1964,8,0,183820
2021-05-29,Angus,456,4,0,115820
2021-05-29,Dundee City,862,20,0,148820
2021-05-29,East Dunbartonshire,1432,13,0,108750
2021-05-29,Fife,3189,21,0,374130
2021-05-29,Perth & Kinross,749,4,0,151910
2021-05-29,Glasgow City,6749,99,0,635640
2021-05-29,North Lanarkshire,2142,32,0,341140
2021-05-30,Clackmannanshire,562,8,0,51290
2021-05-30,Dumfries & Galloway,828,1,0,148290
2021-05-30,East Ayrshire,893,9,0,121600
2021-05-30,East Lothian,1063,3,0,107900
2021-05-30,East Renfrewshire,466,18,0,96060
2021-05-30,Na h-Eileanan Siar,181,0,0,26500
2021-05-30,Falkirk,1263,10,0,160560
2021-05-30,Highland,3,10,0,235430
2021-05-30,Inverclyde,654,1,0,77060
2021-05-30,Midlothian,405,3,0,93150
2021-05-30,Moray,660,1,0,95710
2021-05-30,North Ayrshire,594,17,0,134250
2021-05-30,Orkney Islands,384,0,0,22400
2021-05-30,Scottish Borders,6,1,0,115240
2021-05-30,Shetland Islands,0,0,0,22870
2021-05-30,South Ayrshire,226,27,1,112140
2021-05-30,South Lanarkshire,3143,28,0,320820
2021-05-30,Stirling,672,10,0,94080
2021-05-30,Aberdeen City,1080,3,0,229060
2021-05-30,Aberdeenshire,551,0,0,260780
2021-05-30,Argyll & Bute,348,1,0,85430
2021-05-30,City of Edinburgh,4258,74,0,527620
2021-05-30,Renfrewshire,2155,29,0,179390
2021-05-30,West Dunbartonshire,827,5,0,88340
2021-05-30,West Lothian,2134,10,0,183820
2021-05-30,Angus,535,8,0,115820
2021-05-30,Dundee City,529,16,0,148820
2021-05-30,East Dunbartonshire,533,16,0,108750
2021-05-30,Fife,2804,14,0,374130
2021-05-30,Perth & Kinross,978,4,0,151910
2021-05-30,Glasgow City,4710,117,0,635640
2021-05-30,North Lanarkshire,2411,45,0,341140
2021-05-31,Clackmannanshire,642,8,0,51290
2021-05-31,Dumfries & Galloway,1004,2,0,148290
2021-05-31,East Ayrshire,1308,23,0,121600
2021-05-31,East Lothian,1135,5,0,107900
2021-05-31,East Renfrewshire,586,19,0,96060
2021-05-31,Na h-Eileanan Siar,2,1,0,26500
2021-05-31,Falkirk,1228,16,0,160560
2021-05-31,Highland,466,14,0,235430
2021-05-31,Inverclyde,580,2,0,77060
2021-05-31,Midlothian,1777,13,0,93150
2021-05-31,Moray,865,2,0,95710
2021-05-31,North Ayrshire,549,16,0,134250
2021-05-31,Orkney Islands,362,0,0,22400
2021-05-31,Scottish Borders,755,5,0,115240
2021-05-31,Shetland Islands,52,0,0,22870
2021-05-31,South Ayrshire,1053,19,0,112140
2021-05-31,South Lanarkshire,3104,36,0,320820
2021-05-31,Stirling,764,8,0,94080
2021-05-31,Aberdeen City,2575,8,0,229060
2021-05-31,Aberdeenshire,2489,5,0,260780
2021-05-31,Argyll & Bute,120,3,0,85430
2021-05-31,City of Edinburgh,6682,124,0,527620
2021-05-31,Renfrewshire,650,23,0,179390
2021-05-31,West Dunbartonshire,519,5,0,88340
2021-05-31,West Lothian,1987,15,0,183820
2021-05-31,Angus,603,8,0,115820
2021-05-31,Dundee City,1168,25,0,148820
2021-05-31,East Dunbartonshire,924,15,0,108750
2021-05-31,Fife,3794,27,0,374130
2021-05-31,Perth & Kinross,1542,10,0,151910
2021-05-31,Glasgow City,5754,127,0,635640
2021-05-31,North Lanarkshire,1766,33,0,341140
2021-06-01,Clackmannanshire,663,19,0,51290
2021-06-01,Dumfries & Galloway,1013,0,0,148290
2021-06-01,East Ayrshire,1359,18,0,121600
2021-06-01,East Lothian,1330,15,0,107900
2021-06-01,East Renfrewshire,769,20,0,96060
2021-06-01,Na h-Eileanan Siar,9,0,0,26500
2021-06-01,Falkirk,1465,19,0,160560
2021-06-01,Highland,2131,13,0,235430
2021-06-01,Inverclyde,44,3,0,77060
2021-06-01,Midlothian,764,12,0,93150
2021-06-01,Moray,1050,5,0,95710
2021-06-01,North Ayrshire,595,27,0,134250
2021-06-01,Orkney Islands,383,1,0,22400
2021-06-01,Scottish Borders,908,1,0,115240
2021-06-01,Shetland Islands,10,0,0,22870
2021-06-01,South Ayrshire,1126,39,0,112140
2021-06-01,South Lanarkshire,2874,47,0,320820
2021-06-01,Stirling,719,13,0,94080
2021-06-01,Aberdeen City,2159,12,0,229060
2021-06-01,Aberdeenshire,2843,8,0,260780
2021-06-01,Argyll & Bute,302,3,0,85430
2021-06-01,City of Edinburgh,6487,156,0,527620
2021-06-01,Renfrewshire,1330,30,0,179390
2021-06-01,West Dunbartonshire,518,10,0,88340
2021-06-01,West Lothian,2050,14,0,183820
2021-06-01,Angus,660,11,0,115820
2021-06-01,Dundee City,1346,50,0,148820
2021-06-01,East Dunbartonshire,847,10,0,108750
2021-06-01,Fife,4174,23,0,374130
2021-06-01,Perth & Kinross,1839,11,0,151910
2021-06-01,Glasgow City,6588,159,0,635640
2021-06-01,North Lanarkshire,2581,41,0,341140
2021-06-02,Clackmannanshire,508,20,0,51290
2021-06-02,Dumfries & Galloway,1029,5,0,148290
2021-06-02,East Ayrshire,1515,37,0,121600
2021-06-02,East Lothian,1234,11,0,107900
2021-06-02,East Renfrewshire,758,21,0,96060
2021-06-02,Na h-Eileanan Siar,49,0,0,26500
2021-06-02,Falkirk,1293,7,0,160560
2021-06-02,Highland,1878,12,0,235430
2021-06-02,Inverclyde,96,1,0,77060
2021-06-02,Midlothian,713,25,0,93150
2021-06-02,Moray,1076,2,0,95710
2021-06-02,North Ayrshire,1054,16,0,134250
2021-06-02,Orkney Islands,399,0,0,22400
2021-06-02,Scottish Borders,889,12,0,115240
2021-06-02,Shetland Islands,461,1,0,22870
2021-06-02,South Ayrshire,1236,31,0,112140
2021-06-02,South Lanarkshire,2742,38,0,320820
2021-06-02,Stirling,846,14,0,94080
2021-06-02,Aberdeen City,2145,17,0,229060
2021-06-02,Aberdeenshire,3116,7,0,260780
2021-06-02,Argyll & Bute,1164,1,0,85430
2021-06-02,City of Edinburgh,6637,167,0,527620
2021-06-02,Renfrewshire,1980,51,0,179390
2021-06-02,West Dunbartonshire,389,15,0,88340
2021-06-02,West Lothian,2027,27,0,183820
2021-06-02,Angus,524,57,0,115820
2021-06-02,Dundee City,1467,56,0,148820
2021-06-02,East Dunbartonshire,796,28,0,108750
2021-06-02,Fife,4493,44,0,374130
2021-06-02,Perth & Kinross,1405,25,0,151910
2021-06-02,Glasgow City,5229,172,1,635640
2021-06-02,North Lanarkshire,2237,44,0,341140
2021-06-03,Clackmannanshire,779,20,0,51290
2021-06-03,Dumfries & Galloway,719,2,0,148290
2021-06-03,East Ayrshire,1257,35,0,121600
2021-06-03,East Lothian,2052,14,0,107900
2021-06-03,East Renfrewshire,521,19,0,96060
2021-06-03,Na h-Eileanan Siar,0,1,0,26500
2021-06-03,Falkirk,1294,14,0,160560
2021-06-03,Highland,1568,7,0,235430
2021-06-03,Inverclyde,39,7,0,77060
2021-06-03,Midlothian,801,32,0,93150
2021-06-03,Moray,837,4,0,95710
2021-06-03,North Ayrshire,661,13,0,134250
2021-06-03,Orkney Islands,397,1,0,22400
2021-06-03,Scottish Borders,2057,6,0,115240
2021-06-03,Shetland Islands,467,2,0,22870
2021-06-03,South Ayrshire,1246,33,0,112140
2021-06-03,South Lanarkshire,2556,55,0,320820
2021-06-03,Stirling,874,23,0,94080
2021-06-03,Aberdeen City,2149,15,0,229060
2021-06-03,Aberdeenshire,3330,11,0,260780
2021-06-03,Argyll & Bute,676,1,0,85430
2021-06-03,City of Edinburgh,5497,147,1,527620
2021-06-03,Renfrewshire,1159,40,0,179390
2021-06-03,West Dunbartonshire,1172,12,0,88340
2021-06-03,West Lothian,2449,24,0,183820
2021-06-03,Angus,943,52,0,115820
2021-06-03,Dundee City,1183,58,0,148820
2021-06-03,East Dunbartonshire,696,19,0,108750
2021-06-03,Fife,3689,31,0,374130
2021-06-03,Perth & Kinross,1687,41,0,151910
2021-06-03,Glasgow City,5114,157,0,635640
2021-06-03,North Lanarkshire,3568,53,1,341140
2021-06-04,Clackmannanshire,802,22,0,51290
2021-06-04,Dumfries & Galloway,600,6,0,148290
2021-06-04,East Ayrshire,1288,19,0,121600
2021-06-04,East Lothian,1010,13,0,107900
2021-06-04,East Renfrewshire,1152,13,0,96060
2021-06-04,Na h-Eileanan Siar,6,0,0,26500
2021-06-04,Falkirk,1243,15,0,160560
2021-06-04,Highland,1323,7,0,235430
2021-06-04,Inverclyde,1349,4,0,77060
2021-06-04,Midlothian,1848,21,0,93150
2021-06-04,Moray,880,2,0,95710
2021-06-04,North Ayrshire,221,9,0,134250
2021-06-04,Orkney Islands,373,0,0,22400
2021-06-04,Scottish Borders,1943,6,0,115240
2021-06-04,Shetland Islands,1,1,0,22870
2021-06-04,South Ayrshire,1673,30,0,112140
2021-06-04,South Lanarkshire,3392,45,0,320820
2021-06-04,Stirling,1132,6,0,94080
2021-06-04,Aberdeen City,1932,19,0,229060
2021-06-04,Aberdeenshire,3370,7,0,260780
2021-06-04,Argyll & Bute,848,5,0,85430
2021-06-04,City of Edinburgh,5660,150,0,527620
2021-06-04,Renfrewshire,745,35,0,179390
2021-06-04,West Dunbartonshire,1205,6,0,88340
2021-06-04,West Lothian,1645,31,0,183820
2021-06-04,Angus,620,32,0,115820
2021-06-04,Dundee City,1466,57,0,148820
2021-06-04,East Dunbartonshire,575,12,0,108750
2021-06-04,Fife,4104,27,0,374130
2021-06-04,Perth & Kinross,1761,21,0,151910
2021-06-04,Glasgow City,4912,164,1,635640
2021-06-04,North Lanarkshire,2485,39,0,341140
2021-06-05,Clackmannanshire,484,8,0,51290
2021-06-05,Dumfries & Galloway,1021,12,0,148290
2021-06-05,East Ayrshire,184,18,0,121600
2021-06-05,East Lothian,727,10,0,107900
2021-06-05,East Renfrewshire,834,12,0,96060
2021-06-05,Na h-Eileanan Siar,272,0,0,26500
2021-06-05,Falkirk,1404,2,0,160560
2021-06-05,Highland,2886,5,0,235430
2021-06-05,Inverclyde,755,0,0,77060
2021-06-05,Midlothian,563,20,0,93150
2021-06-05,Moray,555,0,0,95710
2021-06-05,North Ayrshire,1483,7,0,134250
2021-06-05,Orkney Islands,385,0,0,22400
2021-06-05,Scottish Borders,982,3,0,115240
2021-06-05,Shetland Islands,258,0,0,22870
2021-06-05,South Ayrshire,1106,23,0,112140
2021-06-05,South Lanarkshire,2291,29,0,320820
2021-06-05,Stirling,1532,7,0,94080
2021-06-05,Aberdeen City,2107,15,0,229060
2021-06-05,Aberdeenshire,444,9,0,260780
2021-06-05,Argyll & Bute,2198,2,0,85430
2021-06-05,City of Edinburgh,5213,102,0,527620
2021-06-05,Renfrewshire,1623,23,0,179390
2021-06-05,West Dunbartonshire,98,6,0,88340
2021-06-05,West Lothian,1015,27,0,183820
2021-06-05,Angus,1070,13,0,115820
2021-06-05,Dundee City,1005,42,0,148820
2021-06-05,East Dunbartonshire,1099,21,0,108750
2021-06-05,Fife,4352,21,0,374130
2021-06-05,Perth & Kinross,1574,25,0,151910
2021-06-05,Glasgow City,5446,115,0,635640
2021-06-05,North Lanarkshire,3111,31,0,341140
2021-06-06,Clackmannanshire,468,14,0,51290
2021-06-06,Dumfries & Galloway,737,8,0,148290
2021-06-06,East Ayrshire,1793,16,0,121600
2021-06-06,East Lothian,1826,11,0,107900
2021-06-06,East Renfrewshire,451,17,0,96060
2021-06-06,Na h-Eileanan Siar,0,0,0,26500
2021-06-06,Falkirk,1469,11,0,160560
2021-06-06,Highland,13,3,0,235430
2021-06-06,Inverclyde,1477,2,0,77060
2021-06-06,Midlothian,502,21,0,93150
2021-06-06,Moray,237,0,0,95710
2021-06-06,North Ayrshire,1479,9,0,134250
2021-06-06,Orkney Islands,18,0,0,22400
2021-06-06,Scottish Borders,603,6,0,115240
2021-06-06,Shetland Islands,1,0,0,22870
2021-06-06,South Ayrshire,1610,29,0,112140
2021-06-06,South Lanarkshire,2058,41,1,320820
2021-06-06,Stirling,764,4,0,94080
2021-06-06,Aberdeen City,1582,6,0,229060
2021-06-06,Aberdeenshire,803,10,0,260780
2021-06-06,Argyll & Bute,517,2,0,85430
2021-06-06,City of Edinburgh,3741,103,0,527620
2021-06-06,Renfrewshire,1577,35,0,179390
2021-06-06,West Dunbartonshire,1019,18,0,88340
2021-06-06,West Lothian,1027,22,0,183820
2021-06-06,Angus,1016,20,0,115820
2021-06-06,Dundee City,793,35,0,148820
2021-06-06,East Dunbartonshire,852,20,0,108750
2021-06-06,Fife,3782,27,0,374130
2021-06-06,Perth & Kinross,1823,35,0,151910
2021-06-06,Glasgow City,3376,112,0,635640
2021-06-06,North Lanarkshire,3280,41,0,341140
2021-06-07,Clackmannanshire,637,15,0,51290
2021-06-07,Dumfries & Galloway,1198,7,0,148290
2021-06-07,East Ayrshire,1607,28,0,121600
2021-06-07,East Lothian,1389,26,0,107900
2021-06-07,East Renfrewshire,686,19,0,96060
2021-06-07,Na h-Eileanan Siar,3,0,0,26500
2021-06-07,Falkirk,1840,10,0,160560
2021-06-07,Highland,504,2,0,235430
2021-06-07,Inverclyde,570,6,0,77060
2021-06-07,Midlothian,1099,20,0,93150
2021-06-07,Moray,87,2,0,95710
2021-06-07,North Ayrshire,1822,29,0,134250
2021-06-07,Orkney Islands,325,0,0,22400
2021-06-07,Scottish Borders,826,4,0,115240
2021-06-07,Shetland Islands,6,0,0,22870
2021-06-07,South Ayrshire,1021,41,0,112140
2021-06-07,South Lanarkshire,2958,52,0,320820
2021-06-07,Stirling,657,3,0,94080
2021-06-07,Aberdeen City,1346,15,0,229060
2021-06-07,Aberdeenshire,3459,10,0,260780
2021-06-07,Argyll & Bute,258,8,0,85430
2021-06-07,City of Edinburgh,6187,158,0,527620
2021-06-07,Renfrewshire,667,32,0,179390
2021-06-07,West Dunbartonshire,391,18,0,88340
2021-06-07,West Lothian,1759,28,0,183820
2021-06-07,Angus,1101,26,0,115820
2021-06-07,Dundee City,933,73,0,148820
2021-06-07,East Dunbartonshire,1072,23,0,108750
2021-06-07,Fife,3871,26,0,374130
2021-06-07,Perth & Kinross,1609,38,0,151910
2021-06-07,Glasgow City,4767,165,1,635640
2021-06-07,North Lanarkshire,4079,66,0,341140
2021-06-08,Clackmannanshire,641,10,0,51290
2021-06-08,Dumfries & Galloway,1587,10,0,148290
2021-06-08,East Ayrshire,1147,37,0,121600
2021-06-08,East Lothian,1116,26,0,107900
2021-06-08,East Renfrewshire,572,24,0,96060
2021-06-08,Na h-Eileanan Siar,5,0,0,26500
2021-06-08,Falkirk,1803,6,0,160560
2021-06-08,Highland,1962,5,0,235430
2021-06-08,Inverclyde,53,3,0,77060
2021-06-08,Midlothian,1014,33,0,93150
2021-06-08,Moray,151,4,0,95710
2021-06-08,North Ayrshire,1654,33,0,134250
2021-06-08,Orkney Islands,314,0,0,22400
2021-06-08,Scottish Borders,975,5,0,115240
2021-06-08,Shetland Islands,0,0,0,22870
2021-06-08,South Ayrshire,723,49,0,112140
2021-06-08,South Lanarkshire,3034,34,0,320820
2021-06-08,Stirling,959,12,0,94080
2021-06-08,Aberdeen City,1992,20,0,229060
2021-06-08,Aberdeenshire,2763,10,0,260780
2021-06-08,Argyll & Bute,269,6,0,85430
2021-06-08,City of Edinburgh,5589,174,0,527620
2021-06-08,Renfrewshire,1711,37,0,179390
2021-06-08,West Dunbartonshire,557,16,0,88340
2021-06-08,West Lothian,1584,32,0,183820
2021-06-08,Angus,943,33,0,115820
2021-06-08,Dundee City,1192,88,0,148820
2021-06-08,East Dunbartonshire,795,24,0,108750
2021-06-08,Fife,3540,39,0,374130
2021-06-08,Perth & Kinross,1500,35,0,151910
2021-06-08,Glasgow City,5164,151,0,635640
2021-06-08,North Lanarkshire,4276,65,0,341140
2021-06-09,Clackmannanshire,372,19,0,51290
2021-06-09,Dumfries & Galloway,1362,14,0,148290
2021-06-09,East Ayrshire,803,19,0,121600
2021-06-09,East Lothian,1170,22,0,107900
2021-06-09,East Renfrewshire,703,27,0,96060
2021-06-09,Na h-Eileanan Siar,76,0,0,26500
2021-06-09,Falkirk,1789,5,0,160560
2021-06-09,Highland,2240,5,0,235430
2021-06-09,Inverclyde,63,5,0,77060
2021-06-09,Midlothian,1023,27,0,93150
2021-06-09,Moray,131,1,0,95710
2021-06-09,North Ayrshire,2396,27,0,134250
2021-06-09,Orkney Islands,332,0,0,22400
2021-06-09,Scottish Borders,741,20,0,115240
2021-06-09,Shetland Islands,91,0,0,22870
2021-06-09,South Ayrshire,502,35,0,112140
2021-06-09,South Lanarkshire,3287,62,1,320820
2021-06-09,Stirling,654,13,0,94080
2021-06-09,Aberdeen City,1852,35,0,229060
2021-06-09,Aberdeenshire,2970,6,0,260780
2021-06-09,Argyll & Bute,1194,3,0,85430
2021-06-09,City of Edinburgh,5512,161,0,527620
2021-06-09,Renfrewshire,2292,45,0,179390
2021-06-09,West Dunbartonshire,456,32,1,88340
2021-06-09,West Lothian,1941,42,0,183820
2021-06-09,Angus,917,31,0,115820
2021-06-09,Dundee City,1348,65,0,148820
2021-06-09,East Dunbartonshire,820,23,0,108750
2021-06-09,Fife,3107,41,0,374130
2021-06-09,Perth & Kinross,1525,32,0,151910
2021-06-09,Glasgow City,4946,178,0,635640
2021-06-09,North Lanarkshire,3524,62,0,341140
2021-06-10,Clackmannanshire,357,20,0,51290
2021-06-10,Dumfries & Galloway,1120,14,0,148290
2021-06-10,East Ayrshire,205,25,0,121600
2021-06-10,East Lothian,1049,24,0,107900
2021-06-10,East Renfrewshire,653,19,1,96060
2021-06-10,Na h-Eileanan Siar,4,0,0,26500
2021-06-10,Falkirk,1541,9,0,160560
2021-06-10,Highland,1859,3,0,235430
2021-06-10,Inverclyde,29,9,0,77060
2021-06-10,Midlothian,1344,26,0,93150
2021-06-10,Moray,202,1,0,95710
2021-06-10,North Ayrshire,2003,32,0,134250
2021-06-10,Orkney Islands,228,0,0,22400
2021-06-10,Scottish Borders,1023,23,0,115240
2021-06-10,Shetland Islands,10,0,0,22870
2021-06-10,South Ayrshire,611,49,1,112140
2021-06-10,South Lanarkshire,3350,51,0,320820
2021-06-10,Stirling,809,11,0,94080
2021-06-10,Aberdeen City,2345,29,0,229060
2021-06-10,Aberdeenshire,2382,11,0,260780
2021-06-10,Argyll & Bute,620,4,0,85430
2021-06-10,City of Edinburgh,5067,180,0,527620
2021-06-10,Renfrewshire,1846,27,0,179390
2021-06-10,West Dunbartonshire,763,25,0,88340
2021-06-10,West Lothian,1690,30,0,183820
2021-06-10,Angus,977,25,0,115820
2021-06-10,Dundee City,1100,71,0,148820
2021-06-10,East Dunbartonshire,612,19,0,108750
2021-06-10,Fife,2855,51,0,374130
2021-06-10,Perth & Kinross,1559,47,0,151910
2021-06-10,Glasgow City,4065,153,0,635640
2021-06-10,North Lanarkshire,3944,54,0,341140
2021-06-11,Clackmannanshire,448,10,0,51290
2021-06-11,Dumfries & Galloway,1410,5,0,148290
2021-06-11,East Ayrshire,991,22,0,121600
2021-06-11,East Lothian,1015,25,0,107900
2021-06-11,East Renfrewshire,504,21,0,96060
2021-06-11,Na h-Eileanan Siar,337,1,0,26500
2021-06-11,Falkirk,1885,11,0,160560
2021-06-11,Highland,1452,5,0,235430
2021-06-11,Inverclyde,1304,6,0,77060
2021-06-11,Midlothian,1564,25,0,93150
2021-06-11,Moray,68,1,0,95710
2021-06-11,North Ayrshire,915,29,0,134250
2021-06-11,Orkney Islands,87,0,0,22400
2021-06-11,Scottish Borders,536,12,0,115240
2021-06-11,Shetland Islands,192,0,0,22870
2021-06-11,South Ayrshire,505,33,0,112140
2021-06-11,South Lanarkshire,4014,36,0,320820
2021-06-11,Stirling,760,13,0,94080
2021-06-11,Aberdeen City,1892,36,0,229060
2021-06-11,Aberdeenshire,2570,12,0,260780
2021-06-11,Argyll & Bute,310,6,0,85430
2021-06-11,City of Edinburgh,4666,135,0,527620
2021-06-11,Renfrewshire,1100,31,0,179390
2021-06-11,West Dunbartonshire,935,11,0,88340
2021-06-11,West Lothian,1670,35,0,183820
2021-06-11,Angus,1071,29,0,115820
2021-06-11,Dundee City,744,66,0,148820
2021-06-11,East Dunbartonshire,691,22,0,108750
2021-06-11,Fife,2304,36,0,374130
2021-06-11,Perth & Kinross,1569,25,0,151910
2021-06-11,Glasgow City,3800,118,0,635640
2021-06-11,North Lanarkshire,3389,48,0,341140
2021-06-12,Clackmannanshire,401,8,0,51290
2021-06-12,Dumfries & Galloway,1517,4,0,148290
2021-06-12,East Ayrshire,296,29,0,121600
2021-06-12,East Lothian,787,18,0,107900
2021-06-12,East Renfrewshire,1297,16,0,96060
2021-06-12,Na h-Eileanan Siar,90,1,0,26500
2021-06-12,Falkirk,1621,8,0,160560
2021-06-12,Highland,3391,5,0,235430
2021-06-12,Inverclyde,721,3,0,77060
2021-06-12,Midlothian,1044,21,0,93150
2021-06-12,Moray,45,0,0,95710
2021-06-12,North Ayrshire,1559,20,0,134250
2021-06-12,Orkney Islands,9,0,0,22400
2021-06-12,Scottish Borders,645,10,0,115240
2021-06-12,Shetland Islands,2,0,0,22870
2021-06-12,South Ayrshire,1247,37,0,112140
2021-06-12,South Lanarkshire,3617,38,0,320820
2021-06-12,Stirling,567,3,0,94080
2021-06-12,Aberdeen City,1929,24,0,229060
2021-06-12,Aberdeenshire,371,6,0,260780
2021-06-12,Argyll & Bute,656,8,0,85430
2021-06-12,City of Edinburgh,4695,117,0,527620
2021-06-12,Renfrewshire,1188,40,0,179390
2021-06-12,West Dunbartonshire,427,2,0,88340
2021-06-12,West Lothian,1781,19,0,183820
2021-06-12,Angus,1351,8,0,115820
2021-06-12,Dundee City,840,50,0,148820
2021-06-12,East Dunbartonshire,1221,14,0,108750
2021-06-12,Fife,1887,17,0,374130
2021-06-12,Perth & Kinross,823,21,0,151910
2021-06-12,Glasgow City,4736,121,0,635640
2021-06-12,North Lanarkshire,3352,40,0,341140
2021-06-13,Clackmannanshire,214,12,0,51290
2021-06-13,Dumfries & Galloway,1644,5,0,148290
2021-06-13,East Ayrshire,835,22,0,121600
2021-06-13,East Lothian,609,26,0,107900
2021-06-13,East Renfrewshire,713,24,0,96060
2021-06-13,Na h-Eileanan Siar,1,0,0,26500
2021-06-13,Falkirk,1135,18,1,160560
2021-06-13,Highland,446,2,0,235430
2021-06-13,Inverclyde,831,7,0,77060
2021-06-13,Midlothian,983,15,0,93150
2021-06-13,Moray,3,1,0,95710
2021-06-13,North Ayrshire,794,15,0,134250
2021-06-13,Orkney Islands,0,0,0,22400
2021-06-13,Scottish Borders,477,3,0,115240
2021-06-13,Shetland Islands,0,0,0,22870
2021-06-13,South Ayrshire,1410,38,0,112140
2021-06-13,South Lanarkshire,4418,48,0,320820
2021-06-13,Stirling,670,10,0,94080
2021-06-13,Aberdeen City,1711,33,0,229060
2021-06-13,Aberdeenshire,296,9,0,260780
2021-06-13,Argyll & Bute,271,7,0,85430
2021-06-13,City of Edinburgh,4968,128,0,527620
2021-06-13,Renfrewshire,2070,32,0,179390
2021-06-13,West Dunbartonshire,724,15,0,88340
2021-06-13,West Lothian,1419,29,0,183820
2021-06-13,Angus,1194,9,0,115820
2021-06-13,Dundee City,912,65,0,148820
2021-06-13,East Dunbartonshire,536,29,0,108750
2021-06-13,Fife,2012,30,0,374130
2021-06-13,Perth & Kinross,1086,32,0,151910
2021-06-13,Glasgow City,3507,120,2,635640
2021-06-13,North Lanarkshire,2275,71,0,341140
2021-06-14,Clackmannanshire,197,15,0,51290
2021-06-14,Dumfries & Galloway,552,9,0,148290
2021-06-14,East Ayrshire,898,41,0,121600
2021-06-14,East Lothian,753,30,0,107900
