Date,Council,NumberVaccinated,DailyPositive,DailyDeaths,Pop
2021-02-03,Scottish Borders,1037,8,1,115240
2021-02-03,Shetland Islands,241,0,0,22870
2021-02-03,South Ayrshire,1722,15,1,112140
2021-02-03,South Lanarkshire,1424,75,5,320820
2021-02-03,Stirling,332,25,1,94080
2021-02-03,Aberdeen City,1245,16,1,229060
2021-02-03,Aberdeenshire,1837,24,2,260780
2021-02-03,Argyll & Bute,480,16,2,85430
2021-02-03,City of Edinburgh,3074,60,1,527620
2021-02-03,Renfrewshire,1667,54,2,179390
2021-02-03,West Dunbartonshire,985,31,0,88340
2021-02-03,West Lothian,1988,31,0,183820
2021-02-03,Angus,704,18,0,115820
2021-02-03,Dundee City,1032,31,2,148820
2021-02-03,East Dunbartonshire,1759,15,1,108750
2021-02-03,Fife,1877,28,1,374130
2021-02-03,Perth & Kinross,1158,11,1,151910
2021-02-03,Glasgow City,6411,160,8,635640
2021-02-03,North Lanarkshire,1752,82,3,341140
2021-02-04,Clackmannanshire,111,20,0,51290
2021-02-04,Dumfries & Galloway,2383,26,0,148290
2021-02-04,East Ayrshire,647,26,2,121600
2021-02-04,East Lothian,848,10,0,107900
2021-02-04,East Renfrewshire,682,15,2,96060
2021-02-04,Na h-Eileanan Siar,548,7,0,26500
2021-02-04,Falkirk,1084,63,3,160560
2021-02-04,Highland,2423,22,0,235430
2021-02-04,Inverclyde,853,14,0,77060
2021-02-04,Midlothian,658,10,0,93150
2021-02-04,Moray,719,18,0,95710
2021-02-04,North Ayrshire,1178,21,2,134250
2021-02-04,Orkney Islands,271,0,0,22400
2021-02-04,Scottish Borders,2138,11,1,115240
2021-02-04,Shetland Islands,230,1,0,22870
2021-02-04,South Ayrshire,1717,15,0,112140
2021-02-04,South Lanarkshire,1899,58,4,320820
2021-02-04,Stirling,168,22,0,94080
2021-02-04,Aberdeen City,1276,14,1,229060
2021-02-04,Aberdeenshire,2612,7,1,260780
2021-02-04,Argyll & Bute,1623,12,0,85430
2021-02-04,City of Edinburgh,3924,56,0,527620
2021-02-04,Renfrewshire,1557,32,2,179390
2021-02-04,West Dunbartonshire,1125,16,0,88340
2021-02-04,West Lothian,1856,46,1,183820
2021-02-04,Angus,1784,28,0,115820
2021-02-04,Dundee City,1936,25,2,148820
2021-02-04,East Dunbartonshire,1493,28,0,108750
2021-02-04,Fife,2080,30,3,374130
2021-02-04,Perth & Kinross,1642,6,0,151910
2021-02-04,Glasgow City,7092,158,3,635640
2021-02-04,North Lanarkshire,1864,82,5,341140
2021-02-05,Clackmannanshire,91,19,1,51290
2021-02-05,Dumfries & Galloway,1665,19,2,148290
2021-02-05,East Ayrshire,1051,30,2,121600
2021-02-05,East Lothian,961,12,0,107900
2021-02-05,East Renfrewshire,721,18,1,96060
2021-02-05,Na h-Eileanan Siar,938,5,0,26500
2021-02-05,Falkirk,1008,54,5,160560
2021-02-05,Highland,2556,25,2,235430
2021-02-05,Inverclyde,718,9,0,77060
2021-02-05,Midlothian,802,18,2,93150
2021-02-05,Moray,515,5,0,95710
2021-02-05,North Ayrshire,945,27,2,134250
2021-02-05,Orkney Islands,322,1,0,22400
2021-02-05,Scottish Borders,1918,6,1,115240
2021-02-05,Shetland Islands,308,0,0,22870
2021-02-05,South Ayrshire,1511,26,1,112140
2021-02-05,South Lanarkshire,1538,113,1,320820
2021-02-05,Stirling,795,27,0,94080
2021-02-05,Aberdeen City,1270,18,1,229060
2021-02-05,Aberdeenshire,2790,24,0,260780
2021-02-05,Argyll & Bute,998,13,0,85430
2021-02-05,City of Edinburgh,4159,59,6,527620
2021-02-05,Renfrewshire,1735,32,2,179390
2021-02-05,West Dunbartonshire,941,14,0,88340
2021-02-05,West Lothian,1824,19,1,183820
2021-02-05,Angus,1583,20,1,115820
2021-02-05,Dundee City,1998,23,3,148820
2021-02-05,East Dunbartonshire,2126,19,0,108750
2021-02-05,Fife,2375,30,1,374130
2021-02-05,Perth & Kinross,2364,27,0,151910
2021-02-05,Glasgow City,6052,127,3,635640
2021-02-05,North Lanarkshire,1817,99,6,341140
2021-02-06,Clackmannanshire,1689,14,1,51290
2021-02-06,Dumfries & Galloway,2097,24,0,148290
2021-02-06,East Ayrshire,1329,23,0,121600
2021-02-06,East Lothian,1625,23,2,107900
2021-02-06,East Renfrewshire,1014,13,1,96060
2021-02-06,Na h-Eileanan Siar,777,4,0,26500
2021-02-06,Falkirk,1502,24,4,160560
2021-02-06,Highland,2830,18,0,235430
2021-02-06,Inverclyde,876,3,0,77060
2021-02-06,Midlothian,799,10,1,93150
2021-02-06,Moray,360,9,0,95710
2021-02-06,North Ayrshire,2812,22,2,134250
2021-02-06,Orkney Islands,607,0,0,22400
2021-02-06,Scottish Borders,2328,3,0,115240
2021-02-06,Shetland Islands,186,0,0,22870
2021-02-06,South Ayrshire,2138,14,0,112140
2021-02-06,South Lanarkshire,967,37,7,320820
2021-02-06,Stirling,1766,19,0,94080
2021-02-06,Aberdeen City,1047,15,2,229060
2021-02-06,Aberdeenshire,430,11,1,260780
2021-02-06,Argyll & Bute,1276,8,0,85430
2021-02-06,City of Edinburgh,5036,50,4,527620
2021-02-06,Renfrewshire,1652,32,3,179390
2021-02-06,West Dunbartonshire,1774,18,0,88340
2021-02-06,West Lothian,2000,23,1,183820
2021-02-06,Angus,2367,15,2,115820
2021-02-06,Dundee City,1592,7,1,148820
2021-02-06,East Dunbartonshire,846,17,1,108750
2021-02-06,Fife,168,22,3,374130
2021-02-06,Perth & Kinross,2424,11,3,151910
2021-02-06,Glasgow City,5886,136,8,635640
2021-02-06,North Lanarkshire,1667,90,4,341140
2021-02-07,Clackmannanshire,468,7,1,51290
2021-02-07,Dumfries & Galloway,1144,12,0,148290
2021-02-07,East Ayrshire,816,25,2,121600
2021-02-07,East Lothian,14,9,0,107900
2021-02-07,East Renfrewshire,227,16,0,96060
2021-02-07,Na h-Eileanan Siar,500,0,0,26500
2021-02-07,Falkirk,1998,39,3,160560
2021-02-07,Highland,390,12,3,235430
2021-02-07,Inverclyde,87,7,1,77060
2021-02-07,Midlothian,272,11,1,93150
2021-02-07,Moray,338,6,1,95710
2021-02-07,North Ayrshire,1632,22,2,134250
2021-02-07,Orkney Islands,382,0,0,22400
2021-02-07,Scottish Borders,988,7,1,115240
2021-02-07,Shetland Islands,366,1,0,22870
2021-02-07,South Ayrshire,1606,12,0,112140
2021-02-07,South Lanarkshire,1313,54,4,320820
2021-02-07,Stirling,704,17,0,94080
2021-02-07,Aberdeen City,769,10,0,229060
2021-02-07,Aberdeenshire,140,20,0,260780
2021-02-07,Argyll & Bute,1096,13,0,85430
2021-02-07,City of Edinburgh,2481,34,3,527620
2021-02-07,Renfrewshire,365,24,3,179390
2021-02-07,West Dunbartonshire,292,27,1,88340
2021-02-07,West Lothian,1006,26,0,183820
2021-02-07,Angus,901,11,1,115820
2021-02-07,Dundee City,659,10,1,148820
2021-02-07,East Dunbartonshire,324,17,1,108750
2021-02-07,Fife,83,23,3,374130
2021-02-07,Perth & Kinross,621,9,1,151910
2021-02-07,Glasgow City,1445,109,7,635640
2021-02-07,North Lanarkshire,2429,64,2,341140
2021-02-08,Clackmannanshire,613,18,0,51290
2021-02-08,Dumfries & Galloway,2709,25,0,148290
2021-02-08,East Ayrshire,2295,40,0,121600
2021-02-08,East Lothian,629,12,0,107900
2021-02-08,East Renfrewshire,2149,22,0,96060
2021-02-08,Na h-Eileanan Siar,80,4,0,26500
2021-02-08,Falkirk,2125,59,1,160560
2021-02-08,Highland,1616,20,1,235430
2021-02-08,Inverclyde,1275,24,0,77060
2021-02-08,Midlothian,561,22,0,93150
2021-02-08,Moray,1423,14,0,95710
2021-02-08,North Ayrshire,2333,38,2,134250
2021-02-08,Orkney Islands,226,0,0,22400
2021-02-08,Scottish Borders,1575,7,0,115240
2021-02-08,Shetland Islands,479,0,0,22870
2021-02-08,South Ayrshire,1241,21,0,112140
2021-02-08,South Lanarkshire,2003,81,7,320820
2021-02-08,Stirling,1111,31,1,94080
2021-02-08,Aberdeen City,2990,20,2,229060
2021-02-08,Aberdeenshire,3057,26,1,260780
2021-02-08,Argyll & Bute,403,20,0,85430
2021-02-08,City of Edinburgh,3081,50,4,527620
2021-02-08,Renfrewshire,2238,40,7,179390
2021-02-08,West Dunbartonshire,1004,30,1,88340
2021-02-08,West Lothian,1720,39,0,183820
2021-02-08,Angus,1297,10,0,115820
2021-02-08,Dundee City,1627,10,1,148820
2021-02-08,East Dunbartonshire,1391,10,0,108750
2021-02-08,Fife,5226,32,1,374130
2021-02-08,Perth & Kinross,2054,21,1,151910
2021-02-08,Glasgow City,5049,158,6,635640
2021-02-08,North Lanarkshire,2385,85,4,341140
2021-02-09,Clackmannanshire,571,20,0,51290
2021-02-09,Dumfries & Galloway,2532,24,1,148290
2021-02-09,East Ayrshire,1994,71,4,121600
2021-02-09,East Lothian,495,9,0,107900
2021-02-09,East Renfrewshire,1580,10,1,96060
2021-02-09,Na h-Eileanan Siar,263,4,1,26500
2021-02-09,Falkirk,2234,26,2,160560
2021-02-09,Highland,2924,30,0,235430
2021-02-09,Inverclyde,1486,11,2,77060
2021-02-09,Midlothian,509,8,2,93150
2021-02-09,Moray,1228,8,0,95710
2021-02-09,North Ayrshire,1605,25,1,134250
2021-02-09,Orkney Islands,95,2,0,22400
2021-02-09,Scottish Borders,1982,3,1,115240
2021-02-09,Shetland Islands,503,0,0,22870
2021-02-09,South Ayrshire,2106,11,0,112140
2021-02-09,South Lanarkshire,1693,61,4,320820
2021-02-09,Stirling,2024,15,1,94080
2021-02-09,Aberdeen City,1929,12,3,229060
2021-02-09,Aberdeenshire,3187,16,1,260780
2021-02-09,Argyll & Bute,527,2,2,85430
2021-02-09,City of Edinburgh,2728,36,0,527620
2021-02-09,Renfrewshire,2723,43,8,179390
2021-02-09,West Dunbartonshire,1014,36,0,88340
2021-02-09,West Lothian,2361,12,1,183820
2021-02-09,Angus,2235,9,2,115820
2021-02-09,Dundee City,1281,8,2,148820
2021-02-09,East Dunbartonshire,1285,14,1,108750
2021-02-09,Fife,4856,21,2,374130
2021-02-09,Perth & Kinross,2290,9,1,151910
2021-02-09,Glasgow City,4842,131,4,635640
2021-02-09,North Lanarkshire,1761,69,2,341140
2021-02-10,Clackmannanshire,623,17,1,51290
2021-02-10,Dumfries & Galloway,3993,19,1,148290
2021-02-10,East Ayrshire,1885,98,2,121600
2021-02-10,East Lothian,1045,10,0,107900
2021-02-10,East Renfrewshire,1971,7,0,96060
2021-02-10,Na h-Eileanan Siar,122,2,0,26500
2021-02-10,Falkirk,1763,45,1,160560
2021-02-10,Highland,3573,20,0,235430
2021-02-10,Inverclyde,1364,13,1,77060
2021-02-10,Midlothian,1088,13,1,93150
2021-02-10,Moray,1189,12,0,95710
2021-02-10,North Ayrshire,2367,22,2,134250
2021-02-10,Orkney Islands,85,3,0,22400
2021-02-10,Scottish Borders,1885,8,2,115240
2021-02-10,Shetland Islands,528,0,0,22870
2021-02-10,South Ayrshire,1738,11,0,112140
2021-02-10,South Lanarkshire,2949,82,3,320820
2021-02-10,Stirling,2410,22,1,94080
2021-02-10,Aberdeen City,2393,9,1,229060
2021-02-10,Aberdeenshire,3179,16,1,260780
2021-02-10,Argyll & Bute,627,10,0,85430
2021-02-10,City of Edinburgh,3479,38,3,527620
2021-02-10,Renfrewshire,1829,55,1,179390
2021-02-10,West Dunbartonshire,1168,24,0,88340
2021-02-10,West Lothian,560,29,0,183820
2021-02-10,Angus,1769,3,0,115820
2021-02-10,Dundee City,780,4,0,148820
2021-02-10,East Dunbartonshire,3007,6,1,108750
2021-02-10,Fife,5291,34,1,374130
2021-02-10,Perth & Kinross,1470,12,1,151910
2021-02-10,Glasgow City,4856,124,6,635640
2021-02-10,North Lanarkshire,3554,73,7,341140
2021-02-11,Clackmannanshire,712,18,1,51290
2021-02-11,Dumfries & Galloway,3338,10,0,148290
2021-02-11,East Ayrshire,1743,59,1,121600
2021-02-11,East Lothian,865,6,2,107900
2021-02-11,East Renfrewshire,1233,23,2,96060
2021-02-11,Na h-Eileanan Siar,631,8,0,26500
2021-02-11,Falkirk,1442,60,3,160560
2021-02-11,Highland,2455,16,0,235430
2021-02-11,Inverclyde,975,8,1,77060
2021-02-11,Midlothian,999,12,0,93150
2021-02-11,Moray,1145,10,0,95710
2021-02-11,North Ayrshire,2283,27,1,134250
2021-02-11,Orkney Islands,77,1,0,22400
2021-02-11,Scottish Borders,1794,2,0,115240
2021-02-11,Shetland Islands,389,0,0,22870
2021-02-11,South Ayrshire,1677,9,2,112140
2021-02-11,South Lanarkshire,3544,65,2,320820
2021-02-11,Stirling,1415,16,2,94080
2021-02-11,Aberdeen City,1754,7,0,229060
2021-02-11,Aberdeenshire,4018,11,0,260780
2021-02-11,Argyll & Bute,885,2,1,85430
2021-02-11,City of Edinburgh,4133,64,1,527620
2021-02-11,Renfrewshire,2437,42,5,179390
2021-02-11,West Dunbartonshire,1231,26,1,88340
2021-02-11,West Lothian,794,34,0,183820
2021-02-11,Angus,2163,10,0,115820
2021-02-11,Dundee City,1162,7,1,148820
2021-02-11,East Dunbartonshire,1101,12,1,108750
2021-02-11,Fife,4888,34,1,374130
2021-02-11,Perth & Kinross,2327,22,0,151910
2021-02-11,Glasgow City,6015,136,5,635640
2021-02-11,North Lanarkshire,3580,86,2,341140
2021-02-12,Clackmannanshire,579,23,1,51290
2021-02-12,Dumfries & Galloway,2314,12,0,148290
2021-02-12,East Ayrshire,1499,63,2,121600
2021-02-12,East Lothian,818,7,0,107900
2021-02-12,East Renfrewshire,1647,18,2,96060
2021-02-12,Na h-Eileanan Siar,575,1,0,26500
2021-02-12,Falkirk,1416,66,4,160560
2021-02-12,Highland,3864,12,1,235430
2021-02-12,Inverclyde,1197,11,1,77060
2021-02-12,Midlothian,1318,11,0,93150
2021-02-12,Moray,1026,13,0,95710
2021-02-12,North Ayrshire,1653,27,3,134250
2021-02-12,Orkney Islands,118,0,0,22400
2021-02-12,Scottish Borders,1684,2,0,115240
2021-02-12,Shetland Islands,230,0,0,22870
2021-02-12,South Ayrshire,1681,18,2,112140
2021-02-12,South Lanarkshire,3333,81,1,320820
2021-02-12,Stirling,1215,22,1,94080
2021-02-12,Aberdeen City,1897,12,0,229060
2021-02-12,Aberdeenshire,3735,20,0,260780
2021-02-12,Argyll & Bute,1523,12,1,85430
2021-02-12,City of Edinburgh,3126,38,1,527620
2021-02-12,Renfrewshire,2500,43,3,179390
2021-02-12,West Dunbartonshire,1315,36,1,88340
2021-02-12,West Lothian,754,99,0,183820
2021-02-12,Angus,1600,8,3,115820
2021-02-12,Dundee City,1522,11,1,148820
2021-02-12,East Dunbartonshire,1382,8,2,108750
2021-02-12,Fife,5071,32,1,374130
2021-02-12,Perth & Kinross,2487,7,4,151910
2021-02-12,Glasgow City,2955,106,2,635640
2021-02-12,North Lanarkshire,3714,78,4,341140
2021-02-13,Clackmannanshire,705,10,1,51290
2021-02-13,Dumfries & Galloway,2204,6,2,148290
2021-02-13,East Ayrshire,2046,14,0,121600
2021-02-13,East Lothian,913,10,0,107900
2021-02-13,East Renfrewshire,530,6,2,96060
2021-02-13,Na h-Eileanan Siar,631,4,0,26500
2021-02-13,Falkirk,1710,14,4,160560
2021-02-13,Highland,2995,26,0,235430
2021-02-13,Inverclyde,986,1,0,77060
2021-02-13,Midlothian,345,8,0,93150
2021-02-13,Moray,558,1,0,95710
2021-02-13,North Ayrshire,2094,17,2,134250
2021-02-13,Orkney Islands,405,1,0,22400
2021-02-13,Scottish Borders,1503,7,1,115240
2021-02-13,Shetland Islands,207,0,0,22870
2021-02-13,South Ayrshire,1552,5,1,112140
2021-02-13,South Lanarkshire,3213,39,4,320820
2021-02-13,Stirling,737,24,1,94080
2021-02-13,Aberdeen City,2505,13,1,229060
2021-02-13,Aberdeenshire,2277,7,0,260780
2021-02-13,Argyll & Bute,1202,1,0,85430
2021-02-13,City of Edinburgh,3839,38,1,527620
2021-02-13,Renfrewshire,2981,31,2,179390
2021-02-13,West Dunbartonshire,91,21,0,88340
2021-02-13,West Lothian,932,54,1,183820
2021-02-13,Angus,1817,8,1,115820
2021-02-13,Dundee City,1320,5,0,148820
2021-02-13,East Dunbartonshire,1001,6,2,108750
2021-02-13,Fife,3847,30,1,374130
2021-02-13,Perth & Kinross,2711,9,1,151910
2021-02-13,Glasgow City,3555,76,1,635640
2021-02-13,North Lanarkshire,3533,48,3,341140
2021-02-14,Clackmannanshire,380,17,2,51290
2021-02-14,Dumfries & Galloway,25,6,0,148290
2021-02-14,East Ayrshire,1527,25,1,121600
2021-02-14,East Lothian,289,9,1,107900
2021-02-14,East Renfrewshire,203,15,0,96060
2021-02-14,Na h-Eileanan Siar,174,3,0,26500
2021-02-14,Falkirk,1046,37,0,160560
2021-02-14,Highland,38,11,0,235430
2021-02-14,Inverclyde,236,10,3,77060
2021-02-14,Midlothian,788,23,0,93150
2021-02-14,Moray,435,8,0,95710
2021-02-14,North Ayrshire,1667,27,1,134250
2021-02-14,Orkney Islands,492,0,0,22400
2021-02-14,Scottish Borders,445,4,0,115240
2021-02-14,Shetland Islands,1,0,0,22870
2021-02-14,South Ayrshire,1195,5,3,112140
2021-02-14,South Lanarkshire,2930,39,5,320820
2021-02-14,Stirling,31,17,0,94080
2021-02-14,Aberdeen City,1806,5,0,229060
2021-02-14,Aberdeenshire,2746,6,0,260780
2021-02-14,Argyll & Bute,18,5,1,85430
2021-02-14,City of Edinburgh,1697,55,5,527620
2021-02-14,Renfrewshire,443,39,2,179390
2021-02-14,West Dunbartonshire,261,23,2,88340
2021-02-14,West Lothian,527,55,1,183820
2021-02-14,Angus,160,7,0,115820
2021-02-14,Dundee City,411,8,0,148820
2021-02-14,East Dunbartonshire,215,4,1,108750
2021-02-14,Fife,4149,36,0,374130
2021-02-14,Perth & Kinross,1100,12,1,151910
2021-02-14,Glasgow City,1059,98,3,635640
2021-02-14,North Lanarkshire,3271,69,1,341140
2021-02-15,Clackmannanshire,623,12,2,51290
2021-02-15,Dumfries & Galloway,598,20,0,148290
2021-02-15,East Ayrshire,379,58,0,121600
2021-02-15,East Lothian,986,14,0,107900
2021-02-15,East Renfrewshire,143,16,2,96060
2021-02-15,Na h-Eileanan Siar,32,2,0,26500
2021-02-15,Falkirk,1107,66,1,160560
2021-02-15,Highland,895,21,1,235430
2021-02-15,Inverclyde,267,12,2,77060
2021-02-15,Midlothian,1071,20,0,93150
2021-02-15,Moray,1231,21,1,95710
2021-02-15,North Ayrshire,375,28,2,134250
2021-02-15,Orkney Islands,98,0,0,22400
2021-02-15,Scottish Borders,485,4,0,115240
2021-02-15,Shetland Islands,355,0,0,22870
2021-02-15,South Ayrshire,337,8,2,112140
2021-02-15,South Lanarkshire,2209,64,3,320820
2021-02-15,Stirling,154,26,0,94080
2021-02-15,Aberdeen City,1715,16,0,229060
2021-02-15,Aberdeenshire,3387,20,0,260780
2021-02-15,Argyll & Bute,324,5,0,85430
2021-02-15,City of Edinburgh,2541,60,0,527620
2021-02-15,Renfrewshire,345,62,3,179390
2021-02-15,West Dunbartonshire,229,22,0,88340
2021-02-15,West Lothian,944,38,3,183820
2021-02-15,Angus,271,16,0,115820
2021-02-15,Dundee City,710,13,0,148820
2021-02-15,East Dunbartonshire,195,17,0,108750
2021-02-15,Fife,5310,39,0,374130
2021-02-15,Perth & Kinross,620,25,3,151910
2021-02-15,Glasgow City,1830,143,6,635640
2021-02-15,North Lanarkshire,2439,89,3,341140
2021-02-16,Clackmannanshire,663,11,2,51290
2021-02-16,Dumfries & Galloway,1037,8,0,148290
2021-02-16,East Ayrshire,315,23,0,121600
2021-02-16,East Lothian,1585,20,0,107900
2021-02-16,East Renfrewshire,173,17,1,96060
2021-02-16,Na h-Eileanan Siar,145,3,0,26500
2021-02-16,Falkirk,1266,68,1,160560
2021-02-16,Highland,2038,19,0,235430
2021-02-16,Inverclyde,292,6,2,77060
2021-02-16,Midlothian,561,12,1,93150
2021-02-16,Moray,1058,6,1,95710
2021-02-16,North Ayrshire,397,20,2,134250
2021-02-16,Orkney Islands,54,0,0,22400
2021-02-16,Scottish Borders,447,6,1,115240
2021-02-16,Shetland Islands,352,0,0,22870
2021-02-16,South Ayrshire,351,11,0,112140
2021-02-16,South Lanarkshire,3558,78,2,320820
2021-02-16,Stirling,477,27,1,94080
2021-02-16,Aberdeen City,2113,11,0,229060
2021-02-16,Aberdeenshire,2819,16,1,260780
2021-02-16,Argyll & Bute,485,2,1,85430
2021-02-16,City of Edinburgh,2854,81,1,527620
2021-02-16,Renfrewshire,259,43,1,179390
2021-02-16,West Dunbartonshire,134,25,1,88340
2021-02-16,West Lothian,1057,62,0,183820
2021-02-16,Angus,584,9,0,115820
2021-02-16,Dundee City,990,23,0,148820
2021-02-16,East Dunbartonshire,126,11,0,108750
2021-02-16,Fife,4801,42,0,374130
2021-02-16,Perth & Kinross,700,10,0,151910
2021-02-16,Glasgow City,1432,135,4,635640
2021-02-16,North Lanarkshire,2053,102,2,341140
2021-02-17,Clackmannanshire,473,19,1,51290
2021-02-17,Dumfries & Galloway,1182,18,0,148290
2021-02-17,East Ayrshire,393,32,1,121600
2021-02-17,East Lothian,958,13,0,107900
2021-02-17,East Renfrewshire,185,26,0,96060
2021-02-17,Na h-Eileanan Siar,21,3,0,26500
2021-02-17,Falkirk,1241,57,1,160560
2021-02-17,Highland,1738,11,1,235430
2021-02-17,Inverclyde,231,0,2,77060
2021-02-17,Midlothian,650,15,0,93150
2021-02-17,Moray,1088,3,0,95710
2021-02-17,North Ayrshire,384,15,2,134250
2021-02-17,Orkney Islands,124,0,0,22400
2021-02-17,Scottish Borders,425,6,0,115240
2021-02-17,Shetland Islands,444,0,0,22870
2021-02-17,South Ayrshire,312,12,1,112140
2021-02-17,South Lanarkshire,3134,56,4,320820
2021-02-17,Stirling,536,13,1,94080
2021-02-17,Aberdeen City,2193,4,0,229060
2021-02-17,Aberdeenshire,2655,11,0,260780
2021-02-17,Argyll & Bute,1022,9,1,85430
2021-02-17,City of Edinburgh,3018,79,3,527620
2021-02-17,Renfrewshire,377,36,1,179390
2021-02-17,West Dunbartonshire,411,25,1,88340
2021-02-17,West Lothian,1295,45,1,183820
2021-02-17,Angus,504,5,2,115820
2021-02-17,Dundee City,1204,13,0,148820
2021-02-17,East Dunbartonshire,187,15,2,108750
2021-02-17,Fife,4565,41,0,374130
2021-02-17,Perth & Kinross,938,11,1,151910
2021-02-17,Glasgow City,2315,130,1,635640
2021-02-17,North Lanarkshire,3156,104,1,341140
2021-02-18,Clackmannanshire,125,11,0,51290
2021-02-18,Dumfries & Galloway,1814,14,0,148290
2021-02-18,East Ayrshire,416,37,1,121600
2021-02-18,East Lothian,1292,11,1,107900
2021-02-18,East Renfrewshire,164,20,1,96060
2021-02-18,Na h-Eileanan Siar,42,1,1,26500
2021-02-18,Falkirk,1316,44,5,160560
2021-02-18,Highland,1673,22,3,235430
2021-02-18,Inverclyde,685,5,0,77060
2021-02-18,Midlothian,680,15,0,93150
2021-02-18,Moray,1103,19,0,95710
2021-02-18,North Ayrshire,419,31,2,134250
2021-02-18,Orkney Islands,125,0,0,22400
2021-02-18,Scottish Borders,408,13,0,115240
2021-02-18,Shetland Islands,135,0,0,22870
2021-02-18,South Ayrshire,426,9,0,112140
2021-02-18,South Lanarkshire,3032,63,3,320820
2021-02-18,Stirling,155,14,2,94080
2021-02-18,Aberdeen City,783,8,0,229060
2021-02-18,Aberdeenshire,2077,11,0,260780
2021-02-18,Argyll & Bute,795,3,1,85430
2021-02-18,City of Edinburgh,2278,87,2,527620
2021-02-18,Renfrewshire,278,34,0,179390
2021-02-18,West Dunbartonshire,174,23,0,88340
2021-02-18,West Lothian,1791,61,0,183820
2021-02-18,Angus,1113,7,0,115820
2021-02-18,Dundee City,1346,3,2,148820
2021-02-18,East Dunbartonshire,146,18,0,108750
2021-02-18,Fife,3554,47,2,374130
2021-02-18,Perth & Kinross,905,9,1,151910
2021-02-18,Glasgow City,2490,138,2,635640
2021-02-18,North Lanarkshire,3098,100,5,341140
2021-02-19,Clackmannanshire,34,14,1,51290
2021-02-19,Dumfries & Galloway,1133,8,2,148290
2021-02-19,East Ayrshire,211,26,1,121600
2021-02-19,East Lothian,1111,21,1,107900
2021-02-19,East Renfrewshire,131,17,1,96060
2021-02-19,Na h-Eileanan Siar,2,0,0,26500
2021-02-19,Falkirk,752,56,3,160560
2021-02-19,Highland,1677,24,2,235430
2021-02-19,Inverclyde,203,7,0,77060
2021-02-19,Midlothian,969,36,0,93150
2021-02-19,Moray,964,10,1,95710
2021-02-19,North Ayrshire,311,35,2,134250
2021-02-19,Orkney Islands,106,0,0,22400
2021-02-19,Scottish Borders,409,8,0,115240
2021-02-19,Shetland Islands,85,0,0,22870
2021-02-19,South Ayrshire,449,17,0,112140
2021-02-19,South Lanarkshire,3163,66,5,320820
2021-02-19,Stirling,91,17,1,94080
2021-02-19,Aberdeen City,529,3,1,229060
2021-02-19,Aberdeenshire,1405,13,1,260780
2021-02-19,Argyll & Bute,933,2,0,85430
2021-02-19,City of Edinburgh,2090,76,1,527620
2021-02-19,Renfrewshire,326,42,5,179390
2021-02-19,West Dunbartonshire,225,27,2,88340
2021-02-19,West Lothian,1279,50,1,183820
2021-02-19,Angus,815,10,0,115820
2021-02-19,Dundee City,1486,13,0,148820
2021-02-19,East Dunbartonshire,135,10,1,108750
2021-02-19,Fife,3290,40,2,374130
2021-02-19,Perth & Kinross,1134,17,1,151910
2021-02-19,Glasgow City,2348,135,6,635640
2021-02-19,North Lanarkshire,2893,90,3,341140
2021-02-20,Clackmannanshire,4,10,0,51290
2021-02-20,Dumfries & Galloway,674,6,0,148290
2021-02-20,East Ayrshire,925,24,1,121600
2021-02-20,East Lothian,476,22,0,107900
2021-02-20,East Renfrewshire,239,17,0,96060
2021-02-20,Na h-Eileanan Siar,735,2,1,26500
2021-02-20,Falkirk,12,35,0,160560
2021-02-20,Highland,1181,12,0,235430
2021-02-20,Inverclyde,96,5,0,77060
2021-02-20,Midlothian,305,12,1,93150
2021-02-20,Moray,3,4,0,95710
2021-02-20,North Ayrshire,6,20,0,134250
2021-02-20,Orkney Islands,0,0,0,22400
2021-02-20,Scottish Borders,84,3,0,115240
2021-02-20,Shetland Islands,380,0,0,22870
2021-02-20,South Ayrshire,1470,7,2,112140
2021-02-20,South Lanarkshire,3206,52,2,320820
2021-02-20,Stirling,216,11,2,94080
2021-02-20,Aberdeen City,18,7,0,229060
2021-02-20,Aberdeenshire,244,18,0,260780
2021-02-20,Argyll & Bute,191,0,1,85430
2021-02-20,City of Edinburgh,2119,60,1,527620
2021-02-20,Renfrewshire,305,25,3,179390
2021-02-20,West Dunbartonshire,44,22,0,88340
2021-02-20,West Lothian,966,42,1,183820
2021-02-20,Angus,244,6,0,115820
2021-02-20,Dundee City,1440,8,0,148820
2021-02-20,East Dunbartonshire,333,15,0,108750
2021-02-20,Fife,848,25,3,374130
2021-02-20,Perth & Kinross,501,10,1,151910
2021-02-20,Glasgow City,1585,111,4,635640
2021-02-20,North Lanarkshire,2783,66,3,341140
2021-02-21,Clackmannanshire,1,8,0,51290
2021-02-21,Dumfries & Galloway,254,8,0,148290
2021-02-21,East Ayrshire,3,18,0,121600
2021-02-21,East Lothian,299,12,1,107900
2021-02-21,East Renfrewshire,95,13,1,96060
2021-02-21,Na h-Eileanan Siar,0,0,0,26500
2021-02-21,Falkirk,22,30,0,160560
2021-02-21,Highland,3,18,0,235430
2021-02-21,Inverclyde,426,5,0,77060
2021-02-21,Midlothian,100,16,1,93150
2021-02-21,Moray,5,5,0,95710
2021-02-21,North Ayrshire,1218,23,0,134250
2021-02-21,Orkney Islands,1,0,0,22400
2021-02-21,Scottish Borders,7,0,0,115240
