Date,DailyDeaths
2021-01-12,0.9976076555024005
2021-01-13,0.9468822170900775
2021-01-14,0.9214780600461976
2021-01-15,0.8846153846153926
2021-01-16,0.911694510739865
2021-01-17,0.804932735426017
2021-01-18,0.8045977011494332
2021-01-19,0.81534772182255
2021-01-20,0.8024390243902519
2021-01-21,0.7894736842105343
2021-01-22,0.7672634271099825
2021-01-23,0.8036649214659767
2021-01-24,0.8412256267409552
2021-01-25,0.8542857142857224
2021-01-26,0.9000000000000081
2021-01-27,0.8966565349544154
2021-01-28,0.946031746031754
2021-01-29,0.9833333333333416
2021-01-30,0.8990228013029399
2021-01-31,0.8841059602649087
2021-02-01,0.8729096989966636
2021-02-02,0.7745098039215766
2021-02-03,0.7728813559322114
2021-02-04,0.7617449664429613
2021-02-05,0.7796610169491606
2021-02-06,0.8115942028985588
2021-02-07,0.7902621722846522
2021-02-08,0.7624521072797017
2021-02-09,0.8016877637130884
2021-02-10,0.7850877192982538
2021-02-11,0.7268722466960433
2021-02-12,0.5956521739130517
2021-02-13,0.5758928571428652
2021-02-14,0.5592417061611455
2021-02-15,0.5829145728643297
2021-02-16,0.5947368421052712
2021-02-17,0.5977653631284997
2021-02-18,0.6121212121212203
2021-02-19,0.6788321167883293
2021-02-20,0.6589147286821788
2021-02-21,0.7288135593220422
2021-02-22,0.6982758620689735
2021-02-23,0.6902654867256718
2021-02-24,0.6728971962616903
2021-02-25,0.6435643564356518
2021-02-26,0.6774193548387178
2021-02-27,0.6705882352941258
2021-02-28,0.6279069767441942
2021-03-01,0.49382716049383535
2021-03-02,0.525641025641034
2021-03-03,0.6111111111111195
2021-03-04,0.6153846153846237
2021-03-05,0.6349206349206434
2021-03-06,0.7192982456140435
2021-03-07,0.7037037037037122
2021-03-08,1.0000000000000084
2021-03-09,0.7804878048780572
2021-03-10,0.6363636363636449
2021-03-11,0.8000000000000086
2021-03-12,0.7750000000000087
2021-03-13,0.7560975609756185
2021-03-14,0.8421052631579032
2021-03-15,0.8500000000000085
2021-03-16,1.0312500000000087
2021-03-17,1.1071428571428656
2021-03-18,0.7812500000000084
2021-03-19,0.7096774193548469
2021-03-20,0.6129032258064598
2021-03-21,0.4687500000000083
2021-03-22,0.41176470588236125
2021-03-23,0.4242424242424326
2021-03-24,0.45161290322581477
2021-03-25,0.6000000000000083
2021-03-26,0.6818181818181902
2021-03-27,0.842105263157903
2021-03-28,1.1333333333333417
2021-03-29,0.9285714285714373
2021-03-30,0.7857142857142942
2021-03-31,0.8571428571428655
2021-04-01,0.8000000000000084
2021-04-02,0.7333333333333417
2021-04-03,0.5625000000000084
2021-04-04,0.41176470588236136
2021-04-05,0.6153846153846236
2021-04-06,0.8181818181818264
2021-04-07,0.7500000000000083
2021-04-08,0.5833333333333416
2021-04-09,0.7272727272727356
2021-04-10,0.7777777777777859
2021-04-11,1.285714285714294
2021-04-12,1.1250000000000087
2021-04-13,1.0000000000000087
2021-04-14,0.7777777777777863
2021-04-15,1.0000000000000087
2021-04-16,0.6250000000000087
2021-04-17,0.7142857142857229
2021-04-18,0.44444444444445297
2021-04-19,0.333333333333342
2021-04-20,0.22222222222223081
2021-04-21,0.14285714285715148
2021-04-22,0.1428571428571515
2021-04-23,0.20000000000000867
2021-04-24,0.2000000000000087
2021-04-25,8.715250743307479e-15
2021-04-26,8.715250743307479e-15
2021-04-27,8.715250743307479e-15
2021-04-28,1.0000000000000087
2021-04-29,1.0000000000000089
2021-04-30,1.0000000000000089
2021-05-01,1.0000000000000089
2021-05-02,1.0000000894017091e-07
2021-05-03,1.0000000894017091e-07
2021-05-04,1.0000000894017091e-07
2021-05-05,1.0000000000000089
2021-05-06,1.0000000000000089
2021-05-07,1.0000000000000089
2021-05-08,2.000000000000009
2021-05-09,3.000000000000009
2021-05-10,1.0000000000000089
2021-05-11,1.0000000000000089
2021-05-12,4.000000000000009
2021-05-13,5.000000000000009
2021-05-14,6.000000000000009
2021-05-15,3.500000000000009
2021-05-16,2.333333333333343
2021-05-17,3.5000000000000093
2021-05-18,3.500000000000009
2021-05-19,1.5000000000000089
2021-05-20,1.4000000000000088
2021-05-21,1.1666666666666754
2021-05-22,0.7142857142857231
2021-05-23,0.714285714285723
2021-05-24,0.8571428571428658
2021-05-25,0.8571428571428658
2021-05-26,1.1666666666666754
2021-05-27,1.0000000000000087
2021-05-28,0.8571428571428656
2021-05-29,1.2000000000000086
2021-05-30,1.6000000000000087
2021-05-31,1.3333333333333421
2021-06-01,2.333333333333343
2021-06-02,1.857142857142867
2021-06-03,1.7142857142857237
2021-06-04,2.333333333333343
2021-06-05,2.6666666666666754
2021-06-06,2.0000000000000084
2021-06-07,2.125000000000009
2021-06-08,1.07142857142858
2021-06-09,1.1538461538461624
2021-06-10,1.333333333333342
2021-06-11,1.0714285714285798
2021-06-12,1.3125000000000087
2021-06-13,1.3125000000000089
2021-06-14,1.2941176470588323
2021-06-15,1.400000000000009
2021-06-16,1.400000000000009
2021-06-17,1.250000000000009
2021-06-18,1.4000000000000092
2021-06-19,0.761904761904771
2021-06-20,0.8571428571428663
2021-06-21,0.9090909090909183
2021-06-22,1.238095238095247
2021-06-23,1.238095238095247
2021-06-24,1.6000000000000085
2021-06-25,1.6190476190476273
2021-06-26,2.000000000000009
2021-06-27,1.5555555555555642
2021-06-28,1.200000000000009
2021-06-29,0.576923076923086
2021-06-30,0.0
