Date,Council,Positive_Cases_per_LA
2021-06-11,Clackmannanshire,11
2021-06-11,Dumfries & Galloway,9
2021-06-11,Dundee City,65
2021-06-11,East Ayrshire,39
2021-06-11,East Dunbartonshire,31
2021-06-11,East Lothian,32
2021-06-11,East Renfrewshire,23
2021-06-11,Falkirk,20
2021-06-11,Fife,38
2021-06-11,Glasgow City,156
2021-06-11,Highland,9
2021-06-11,Inverclyde,8
2021-06-11,Midlothian,23
2021-06-11,Moray,2
2021-06-11,Na h-Eileanan Siar,0
2021-06-11,North Ayrshire,31
2021-06-11,North Lanarkshire,76
2021-06-11,Orkney Islands,1
2021-06-11,Perth & Kinross,35
2021-06-11,Renfrewshire,38
2021-06-11,Scottish Borders,15
2021-06-11,Shetland Islands,1
2021-06-11,South Ayrshire,35
2021-06-11,South Lanarkshire,57
2021-06-11,Stirling,10
2021-06-11,West Dunbartonshire,20
2021-06-11,West Lothian,34
2021-06-12,Aberdeen City,44
2021-06-12,Aberdeenshire,25
2021-06-12,Angus,13
2021-06-12,Argyll & Bute,20
2021-06-12,City of Edinburgh,182
2021-06-12,Clackmannanshire,10
2021-06-12,Dumfries & Galloway,10
2021-06-12,Dundee City,64
2021-06-12,East Ayrshire,40
2021-06-12,East Dunbartonshire,33
2021-06-12,East Lothian,33
2021-06-12,East Renfrewshire,25
2021-06-12,Falkirk,21
2021-06-12,Fife,43
2021-06-12,Glasgow City,160
2021-06-12,Highland,9
2021-06-12,Inverclyde,10
2021-06-12,Midlothian,23
2021-06-12,Moray,2
2021-06-12,Na h-Eileanan Siar,0
2021-06-12,North Ayrshire,33
2021-06-12,North Lanarkshire,80
2021-06-12,Orkney Islands,1
2021-06-12,Perth & Kinross,37
2021-06-12,Renfrewshire,37
2021-06-12,Scottish Borders,16
2021-06-12,Shetland Islands,1
2021-06-12,South Ayrshire,32
2021-06-12,South Lanarkshire,60
2021-06-12,Stirling,12
2021-06-12,West Dunbartonshire,24
2021-06-12,West Lothian,35
2021-06-13,Aberdeen City,47
2021-06-13,Aberdeenshire,27
2021-06-13,Angus,15
2021-06-13,Argyll & Bute,23
2021-06-13,City of Edinburgh,206
2021-06-13,Clackmannanshire,10
2021-06-13,Dumfries & Galloway,12
2021-06-13,Dundee City,65
2021-06-13,East Ayrshire,42
2021-06-13,East Dunbartonshire,33
2021-06-13,East Lothian,40
2021-06-13,East Renfrewshire,25
2021-06-13,Falkirk,22
2021-06-13,Fife,50
2021-06-13,Glasgow City,167
2021-06-13,Highland,12
2021-06-13,Inverclyde,12
2021-06-13,Midlothian,28
2021-06-13,Moray,3
2021-06-13,Na h-Eileanan Siar,0
2021-06-13,North Ayrshire,37
2021-06-13,North Lanarkshire,79
2021-06-13,Orkney Islands,1
2021-06-13,Perth & Kinross,42
2021-06-13,Renfrewshire,39
2021-06-13,Scottish Borders,23
2021-06-13,Shetland Islands,2
2021-06-13,South Ayrshire,29
2021-06-13,South Lanarkshire,67
2021-06-13,Stirling,12
2021-06-13,West Dunbartonshire,26
2021-06-13,West Lothian,36
2021-06-14,Aberdeen City,56
2021-06-14,Aberdeenshire,35
2021-06-14,Angus,23
2021-06-14,Argyll & Bute,25
2021-06-14,City of Edinburgh,253
2021-06-14,Clackmannanshire,12
2021-06-14,Dumfries & Galloway,15
2021-06-14,Dundee City,82
2021-06-14,East Ayrshire,49
2021-06-14,East Dunbartonshire,36
2021-06-14,East Lothian,60
2021-06-14,East Renfrewshire,28
2021-06-14,Falkirk,28
2021-06-14,Fife,63
2021-06-14,Glasgow City,195
2021-06-14,Highland,17
2021-06-14,Inverclyde,17
2021-06-14,Midlothian,40
2021-06-14,Moray,3
2021-06-14,Na h-Eileanan Siar,0
2021-06-14,North Ayrshire,41
2021-06-14,North Lanarkshire,87
2021-06-14,Orkney Islands,1
2021-06-14,Perth & Kinross,48
2021-06-14,Renfrewshire,49
2021-06-14,Scottish Borders,31
2021-06-14,Shetland Islands,2
2021-06-14,South Ayrshire,27
2021-06-14,South Lanarkshire,90
2021-06-14,Stirling,14
2021-06-14,West Dunbartonshire,32
2021-06-14,West Lothian,43
2021-06-15,Aberdeen City,66
2021-06-15,Aberdeenshire,41
2021-06-15,Angus,32
2021-06-15,Argyll & Bute,24
2021-06-15,City of Edinburgh,303
2021-06-15,Clackmannanshire,12
2021-06-15,Dumfries & Galloway,22
2021-06-15,Dundee City,96
2021-06-15,East Ayrshire,55
2021-06-15,East Dunbartonshire,40
2021-06-15,East Lothian,74
2021-06-15,East Renfrewshire,32
2021-06-15,Falkirk,37
2021-06-15,Fife,83
2021-06-15,Glasgow City,225
2021-06-15,Highland,24
2021-06-15,Inverclyde,20
2021-06-15,Midlothian,52
2021-06-15,Moray,4
2021-06-15,Na h-Eileanan Siar,0
2021-06-15,North Ayrshire,41
2021-06-15,North Lanarkshire,104
2021-06-15,Orkney Islands,1
2021-06-15,Perth & Kinross,54
2021-06-15,Renfrewshire,61
2021-06-15,Scottish Borders,36
2021-06-15,Shetland Islands,2
2021-06-15,South Ayrshire,29
2021-06-15,South Lanarkshire,102
2021-06-15,Stirling,18
2021-06-15,West Dunbartonshire,39
2021-06-15,West Lothian,53
2021-06-16,Aberdeen City,74
2021-06-16,Aberdeenshire,47
2021-06-16,Angus,38
2021-06-16,Argyll & Bute,27
2021-06-16,City of Edinburgh,336
2021-06-16,Clackmannanshire,13
2021-06-16,Dumfries & Galloway,25
2021-06-16,Dundee City,112
2021-06-16,East Ayrshire,59
2021-06-16,East Dunbartonshire,46
2021-06-16,East Lothian,84
2021-06-16,East Renfrewshire,38
2021-06-16,Falkirk,44
2021-06-16,Fife,104
2021-06-16,Glasgow City,249
2021-06-16,Highland,34
2021-06-16,Inverclyde,21
2021-06-16,Midlothian,62
2021-06-16,Moray,6
2021-06-16,Na h-Eileanan Siar,0
2021-06-16,North Ayrshire,44
2021-06-16,North Lanarkshire,114
2021-06-16,Orkney Islands,1
2021-06-16,Perth & Kinross,59
2021-06-16,Renfrewshire,70
2021-06-16,Scottish Borders,37
2021-06-16,Shetland Islands,2
2021-06-16,South Ayrshire,30
2021-06-16,South Lanarkshire,111
2021-06-16,Stirling,20
2021-06-16,West Dunbartonshire,44
2021-06-16,West Lothian,62
2021-06-17,Aberdeen City,85
2021-06-17,Aberdeenshire,54
2021-06-17,Angus,45
2021-06-17,Argyll & Bute,30
2021-06-17,City of Edinburgh,378
2021-06-17,Clackmannanshire,14
2021-06-17,Dumfries & Galloway,29
2021-06-17,Dundee City,126
2021-06-17,East Ayrshire,64
2021-06-17,East Dunbartonshire,54
2021-06-17,East Lothian,91
2021-06-17,East Renfrewshire,43
2021-06-17,Falkirk,52
2021-06-17,Fife,125
2021-06-17,Glasgow City,277
2021-06-17,Highland,43
2021-06-17,Inverclyde,24
2021-06-17,Midlothian,69
2021-06-17,Moray,7
2021-06-17,Na h-Eileanan Siar,0
2021-06-17,North Ayrshire,46
2021-06-17,North Lanarkshire,126
2021-06-17,Orkney Islands,1
2021-06-17,Perth & Kinross,65
2021-06-17,Renfrewshire,83
2021-06-17,Scottish Borders,43
2021-06-17,Shetland Islands,2
2021-06-17,South Ayrshire,31
2021-06-17,South Lanarkshire,121
2021-06-17,Stirling,25
2021-06-17,West Dunbartonshire,48
2021-06-17,West Lothian,70
2021-06-18,Aberdeen City,93
2021-06-18,Aberdeenshire,58
2021-06-18,Angus,53
2021-06-18,Argyll & Bute,30
2021-06-18,City of Edinburgh,408
2021-06-18,Clackmannanshire,17
2021-06-18,Dumfries & Galloway,30
2021-06-18,Dundee City,141
2021-06-18,East Ayrshire,67
2021-06-18,East Dunbartonshire,56
2021-06-18,East Lothian,95
2021-06-18,East Renfrewshire,49
2021-06-18,Falkirk,57
2021-06-18,Fife,142
2021-06-18,Glasgow City,298
2021-06-18,Highland,51
2021-06-18,Inverclyde,28
2021-06-18,Midlothian,75
2021-06-18,Moray,8
2021-06-18,Na h-Eileanan Siar,0
2021-06-18,North Ayrshire,46
2021-06-18,North Lanarkshire,141
2021-06-18,Orkney Islands,1
2021-06-18,Perth & Kinross,68
2021-06-18,Renfrewshire,95
2021-06-18,Scottish Borders,44
2021-06-18,Shetland Islands,2
2021-06-18,South Ayrshire,30
2021-06-18,South Lanarkshire,130
2021-06-18,Stirling,28
2021-06-18,West Dunbartonshire,51
2021-06-18,West Lothian,77
2021-06-19,Aberdeen City,100
2021-06-19,Aberdeenshire,61
2021-06-19,Angus,60
2021-06-19,Argyll & Bute,32
2021-06-19,City of Edinburgh,431
2021-06-19,Clackmannanshire,19
2021-06-19,Dumfries & Galloway,33
2021-06-19,Dundee City,155
2021-06-19,East Ayrshire,70
2021-06-19,East Dunbartonshire,59
2021-06-19,East Lothian,101
2021-06-19,East Renfrewshire,52
2021-06-19,Falkirk,64
2021-06-19,Fife,153
2021-06-19,Glasgow City,322
2021-06-19,Highland,60
2021-06-19,Inverclyde,30
2021-06-19,Midlothian,82
2021-06-19,Moray,9
2021-06-19,Na h-Eileanan Siar,0
2021-06-19,North Ayrshire,49
2021-06-19,North Lanarkshire,149
2021-06-19,Orkney Islands,1
2021-06-19,Perth & Kinross,71
2021-06-19,Renfrewshire,106
2021-06-19,Scottish Borders,48
2021-06-19,Shetland Islands,2
2021-06-19,South Ayrshire,35
2021-06-19,South Lanarkshire,136
2021-06-19,Stirling,30
2021-06-19,West Dunbartonshire,53
2021-06-19,West Lothian,84
2021-06-20,Aberdeen City,106
2021-06-20,Aberdeenshire,68
2021-06-20,Angus,65
2021-06-20,Argyll & Bute,30
2021-06-20,City of Edinburgh,437
2021-06-20,Clackmannanshire,18
2021-06-20,Dumfries & Galloway,32
2021-06-20,Dundee City,163
2021-06-20,East Ayrshire,76
2021-06-20,East Dunbartonshire,62
2021-06-20,East Lothian,100
2021-06-20,East Renfrewshire,54
2021-06-20,Falkirk,71
2021-06-20,Fife,174
2021-06-20,Glasgow City,347
2021-06-20,Highland,64
2021-06-20,Inverclyde,30
2021-06-20,Midlothian,87
2021-06-20,Moray,8
2021-06-20,Na h-Eileanan Siar,0
2021-06-20,North Ayrshire,48
2021-06-20,North Lanarkshire,161
2021-06-20,Orkney Islands,1
2021-06-20,Perth & Kinross,72
2021-06-20,Renfrewshire,116
2021-06-20,Scottish Borders,46
2021-06-20,Shetland Islands,2
2021-06-20,South Ayrshire,39
2021-06-20,South Lanarkshire,136
2021-06-20,Stirling,32
2021-06-20,West Dunbartonshire,55
2021-06-20,West Lothian,92
2021-06-21,Aberdeen City,117
2021-06-21,Aberdeenshire,69
2021-06-21,Angus,70
2021-06-21,Argyll & Bute,29
2021-06-21,City of Edinburgh,439
2021-06-21,Clackmannanshire,20
2021-06-21,Dumfries & Galloway,31
2021-06-21,Dundee City,168
2021-06-21,East Ayrshire,79
2021-06-21,East Dunbartonshire,67
2021-06-21,East Lothian,96
2021-06-21,East Renfrewshire,59
2021-06-21,Falkirk,76
2021-06-21,Fife,200
2021-06-21,Glasgow City,372
2021-06-21,Highland,74
2021-06-21,Inverclyde,31
2021-06-21,Midlothian,89
2021-06-21,Moray,10
2021-06-21,Na h-Eileanan Siar,0
2021-06-21,North Ayrshire,48
2021-06-21,North Lanarkshire,171
2021-06-21,Orkney Islands,1
2021-06-21,Perth & Kinross,79
2021-06-21,Renfrewshire,124
2021-06-21,Scottish Borders,44
2021-06-21,Shetland Islands,2
2021-06-21,South Ayrshire,40
2021-06-21,South Lanarkshire,128
2021-06-21,Stirling,36
2021-06-21,West Dunbartonshire,58
2021-06-21,West Lothian,94
2021-06-22,Aberdeen City,122
2021-06-22,Aberdeenshire,73
2021-06-22,Angus,70
2021-06-22,Argyll & Bute,28
2021-06-22,City of Edinburgh,441
2021-06-22,Clackmannanshire,21
2021-06-22,Dumfries & Galloway,30
2021-06-22,Dundee City,174
2021-06-22,East Ayrshire,78
2021-06-22,East Dunbartonshire,74
2021-06-22,East Lothian,91
2021-06-22,East Renfrewshire,63
2021-06-22,Falkirk,77
2021-06-22,Fife,216
2021-06-22,Glasgow City,397
2021-06-22,Highland,81
2021-06-22,Inverclyde,34
2021-06-22,Midlothian,91
2021-06-22,Moray,10
2021-06-22,Na h-Eileanan Siar,0
2021-06-22,North Ayrshire,49
2021-06-22,North Lanarkshire,168
2021-06-22,Orkney Islands,2
2021-06-22,Perth & Kinross,84
2021-06-22,Renfrewshire,131
2021-06-22,Scottish Borders,41
2021-06-22,Shetland Islands,2
2021-06-22,South Ayrshire,41
2021-06-22,South Lanarkshire,131
2021-06-22,Stirling,37
2021-06-22,West Dunbartonshire,60
2021-06-22,West Lothian,94
2021-06-23,Aberdeen City,131
2021-06-23,Aberdeenshire,80
2021-06-23,Angus,75
2021-06-23,Argyll & Bute,28
2021-06-23,City of Edinburgh,452
2021-06-23,Clackmannanshire,21
2021-06-23,Dumfries & Galloway,32
2021-06-23,Dundee City,184
2021-06-23,East Ayrshire,79
2021-06-23,East Dunbartonshire,78
2021-06-23,East Lothian,94
2021-06-23,East Renfrewshire,65
2021-06-23,Falkirk,77
2021-06-23,Fife,234
2021-06-23,Glasgow City,420
2021-06-23,Highland,82
2021-06-23,Inverclyde,39
2021-06-23,Midlothian,93
2021-06-23,Moray,10
2021-06-23,Na h-Eileanan Siar,0
2021-06-23,North Ayrshire,50
2021-06-23,North Lanarkshire,175
2021-06-23,Orkney Islands,1
2021-06-23,Perth & Kinross,98
2021-06-23,Renfrewshire,136
2021-06-23,Scottish Borders,45
2021-06-23,Shetland Islands,2
2021-06-23,South Ayrshire,40
2021-06-23,South Lanarkshire,139
2021-06-23,Stirling,39
2021-06-23,West Dunbartonshire,62
2021-06-23,West Lothian,96
2021-06-24,Aberdeen City,137
2021-06-24,Aberdeenshire,83
2021-06-24,Angus,83
2021-06-24,Argyll & Bute,27
2021-06-24,City of Edinburgh,448
2021-06-24,Clackmannanshire,20
2021-06-24,Dumfries & Galloway,30
2021-06-24,Dundee City,188
2021-06-24,East Ayrshire,77
2021-06-24,East Dunbartonshire,76
2021-06-24,East Lothian,93
2021-06-24,East Renfrewshire,68
2021-06-24,Falkirk,78
2021-06-24,Fife,242
2021-06-24,Glasgow City,437
2021-06-24,Highland,84
2021-06-24,Inverclyde,45
2021-06-24,Midlothian,95
2021-06-24,Moray,11
2021-06-24,Na h-Eileanan Siar,1
2021-06-24,North Ayrshire,50
2021-06-24,North Lanarkshire,180
2021-06-24,Orkney Islands,1
2021-06-24,Perth & Kinross,108
2021-06-24,Renfrewshire,138
2021-06-24,Scottish Borders,43
2021-06-24,Shetland Islands,2
2021-06-24,South Ayrshire,39
2021-06-24,South Lanarkshire,140
2021-06-24,Stirling,39
2021-06-24,West Dunbartonshire,65
2021-06-24,West Lothian,100
2021-06-25,Aberdeen City,138
2021-06-25,Aberdeenshire,85
2021-06-25,Angus,83
2021-06-25,Argyll & Bute,27
2021-06-25,City of Edinburgh,445
2021-06-25,Clackmannanshire,20
2021-06-25,Dumfries & Galloway,29
2021-06-25,Dundee City,192
2021-06-25,East Ayrshire,76
2021-06-25,East Dunbartonshire,77
2021-06-25,East Lothian,94
2021-06-25,East Renfrewshire,66
2021-06-25,Falkirk,82
2021-06-25,Fife,251
2021-06-25,Glasgow City,448
2021-06-25,Highland,90
2021-06-25,Inverclyde,47
2021-06-25,Midlothian,100
2021-06-25,Moray,11
2021-06-25,Na h-Eileanan Siar,1
2021-06-25,North Ayrshire,53
2021-06-25,North Lanarkshire,184
2021-06-25,Orkney Islands,2
2021-06-25,Perth & Kinross,115
2021-06-25,Renfrewshire,140
2021-06-25,Scottish Borders,46
2021-06-25,Shetland Islands,1
2021-06-25,South Ayrshire,43
2021-06-25,South Lanarkshire,142
2021-06-25,Stirling,39
2021-06-25,West Dunbartonshire,66
2021-06-25,West Lothian,103
2021-06-26,Aberdeen City,147
2021-06-26,Aberdeenshire,86
2021-06-26,Angus,84
2021-06-26,Argyll & Bute,25
2021-06-26,City of Edinburgh,447
2021-06-26,Clackmannanshire,18
2021-06-26,Dumfries & Galloway,27
2021-06-26,Dundee City,196
2021-06-26,East Ayrshire,76
2021-06-26,East Dunbartonshire,80
2021-06-26,East Lothian,93
2021-06-26,East Renfrewshire,65
2021-06-26,Falkirk,82
2021-06-26,Fife,257
2021-06-26,Glasgow City,448
2021-06-26,Highland,89
2021-06-26,Inverclyde,51
2021-06-26,Midlothian,101
2021-06-26,Moray,11
2021-06-26,Na h-Eileanan Siar,1
2021-06-26,North Ayrshire,53
2021-06-26,North Lanarkshire,189
2021-06-26,Orkney Islands,2
2021-06-26,Perth & Kinross,120
2021-06-26,Renfrewshire,134
2021-06-26,Scottish Borders,45
2021-06-26,Shetland Islands,2
2021-06-26,South Ayrshire,41
2021-06-26,South Lanarkshire,144
2021-06-26,Stirling,38
2021-06-26,West Dunbartonshire,68
2021-06-26,West Lothian,102
2021-06-27,Aberdeen City,147
2021-06-27,Aberdeenshire,82
2021-06-27,Angus,87
2021-06-27,Argyll & Bute,25
2021-06-27,City of Edinburgh,439
2021-06-27,Clackmannanshire,19
2021-06-27,Dumfries & Galloway,27
2021-06-27,Dundee City,193
2021-06-27,East Ayrshire,70
2021-06-27,East Dunbartonshire,79
2021-06-27,East Lothian,95
2021-06-27,East Renfrewshire,68
2021-06-27,Falkirk,80
2021-06-27,Fife,252
2021-06-27,Glasgow City,449
2021-06-27,Highland,91
2021-06-27,Inverclyde,54
2021-06-27,Midlothian,97
2021-06-27,Moray,12
2021-06-27,Na h-Eileanan Siar,1
2021-06-27,North Ayrshire,54
2021-06-27,North Lanarkshire,192
2021-06-27,Orkney Islands,2
2021-06-27,Perth & Kinross,120
2021-06-27,Renfrewshire,134
2021-06-27,Scottish Borders,46
2021-06-27,Shetland Islands,2
2021-06-27,South Ayrshire,40
2021-06-27,South Lanarkshire,146
2021-06-27,Stirling,37
2021-06-27,West Dunbartonshire,66
2021-06-27,West Lothian,102
2021-06-28,Aberdeen City,142
2021-06-28,Aberdeenshire,87
2021-06-28,Angus,84
2021-06-28,Argyll & Bute,25
2021-06-28,City of Edinburgh,425
2021-06-28,Clackmannanshire,15
2021-06-28,Dumfries & Galloway,29
2021-06-28,Dundee City,187
2021-06-28,East Ayrshire,64
2021-06-28,East Dunbartonshire,75
2021-06-28,East Lothian,89
2021-06-28,East Renfrewshire,66
2021-06-28,Falkirk,77
2021-06-28,Fife,245
2021-06-28,Glasgow City,445
2021-06-28,Highland,88
2021-06-28,Inverclyde,55
2021-06-28,Midlothian,95
2021-06-28,Moray,13
2021-06-28,Na h-Eileanan Siar,1
2021-06-28,North Ayrshire,57
2021-06-28,North Lanarkshire,188
2021-06-28,Orkney Islands,2
2021-06-28,Perth & Kinross,115
2021-06-28,Renfrewshire,126
2021-06-28,Scottish Borders,46
2021-06-28,Shetland Islands,1
2021-06-28,South Ayrshire,41
2021-06-28,South Lanarkshire,148
2021-06-28,Stirling,33
2021-06-28,West Dunbartonshire,63
2021-06-28,West Lothian,102
2021-06-29,Aberdeen City,138
2021-06-29,Aberdeenshire,89
2021-06-29,Angus,85
2021-06-29,Argyll & Bute,26
2021-06-29,City of Edinburgh,403
2021-06-29,Clackmannanshire,15
2021-06-29,Dumfries & Galloway,27
2021-06-29,Dundee City,174
2021-06-29,East Ayrshire,59
2021-06-29,East Dunbartonshire,70
2021-06-29,East Lothian,87
2021-06-29,East Renfrewshire,63
2021-06-29,Falkirk,77
2021-06-29,Fife,233
2021-06-29,Glasgow City,424
2021-06-29,Highland,84
2021-06-29,Inverclyde,57
2021-06-29,Midlothian,94
2021-06-29,Moray,12
2021-06-29,Na h-Eileanan Siar,2
2021-06-29,North Ayrshire,57
2021-06-29,North Lanarkshire,186
2021-06-29,Orkney Islands,2
2021-06-29,Perth & Kinross,112
2021-06-29,Renfrewshire,118
2021-06-29,Scottish Borders,49
2021-06-29,Shetland Islands,1
2021-06-29,South Ayrshire,37
2021-06-29,South Lanarkshire,138
2021-06-29,Stirling,34
2021-06-29,West Dunbartonshire,60
2021-06-29,West Lothian,102
2021-06-30,Aberdeen City,129
2021-06-30,Aberdeenshire,82
2021-06-30,Angus,85
2021-06-30,Argyll & Bute,24
2021-06-30,City of Edinburgh,384
2021-06-30,Clackmannanshire,15
2021-06-30,Dumfries & Galloway,23
2021-06-30,Dundee City,160
2021-06-30,East Ayrshire,52
2021-06-30,East Dunbartonshire,63
2021-06-30,East Lothian,80
2021-06-30,East Renfrewshire,59
2021-06-30,Falkirk,80
2021-06-30,Fife,219
2021-06-30,Glasgow City,406
2021-06-30,Highland,83
2021-06-30,Inverclyde,56
2021-06-30,Midlothian,95
2021-06-30,Moray,13
2021-06-30,Na h-Eileanan Siar,2
2021-06-30,North Ayrshire,54
2021-06-30,North Lanarkshire,185
2021-06-30,Orkney Islands,3
2021-06-30,Perth & Kinross,100
2021-06-30,Renfrewshire,108
2021-06-30,Scottish Borders,48
2021-06-30,Shetland Islands,2
2021-06-30,South Ayrshire,38
2021-06-30,South Lanarkshire,131
2021-06-30,Stirling,34
2021-06-30,West Dunbartonshire,60
2021-06-30,West Lothian,101
