Date,Council,Deaths_per_LA
2021-06-11,Dumfries & Galloway,0
2021-06-11,Dundee City,0
2021-06-11,East Ayrshire,0
2021-06-11,East Dunbartonshire,0
2021-06-11,East Lothian,0
2021-06-11,East Renfrewshire,0
2021-06-11,Falkirk,0
2021-06-11,Fife,0
2021-06-11,Glasgow City,0
2021-06-11,Highland,0
2021-06-11,Inverclyde,0
2021-06-11,Midlothian,0
2021-06-11,Moray,0
2021-06-11,Na h-Eileanan Siar,0
2021-06-11,North Ayrshire,0
2021-06-11,North Lanarkshire,0
2021-06-11,Orkney Islands,0
2021-06-11,Perth & Kinross,0
2021-06-11,Renfrewshire,0
2021-06-11,Scottish Borders,0
2021-06-11,Shetland Islands,0
2021-06-11,South Ayrshire,0
2021-06-11,South Lanarkshire,0
2021-06-11,Stirling,0
2021-06-11,West Dunbartonshire,0
2021-06-11,West Lothian,0
2021-06-12,Aberdeen City,0
2021-06-12,Aberdeenshire,0
2021-06-12,Angus,0
2021-06-12,Argyll & Bute,0
2021-06-12,City of Edinburgh,0
2021-06-12,Clackmannanshire,0
2021-06-12,Dumfries & Galloway,0
2021-06-12,Dundee City,0
2021-06-12,East Ayrshire,0
2021-06-12,East Dunbartonshire,0
2021-06-12,East Lothian,0
2021-06-12,East Renfrewshire,0
2021-06-12,Falkirk,0
2021-06-12,Fife,0
2021-06-12,Glasgow City,0
2021-06-12,Highland,0
2021-06-12,Inverclyde,0
2021-06-12,Midlothian,0
2021-06-12,Moray,0
2021-06-12,Na h-Eileanan Siar,0
2021-06-12,North Ayrshire,0
2021-06-12,North Lanarkshire,0
2021-06-12,Orkney Islands,0
2021-06-12,Perth & Kinross,0
2021-06-12,Renfrewshire,0
2021-06-12,Scottish Borders,0
2021-06-12,Shetland Islands,0
2021-06-12,South Ayrshire,0
2021-06-12,South Lanarkshire,0
2021-06-12,Stirling,0
2021-06-12,West Dunbartonshire,0
2021-06-12,West Lothian,0
2021-06-13,Aberdeen City,0
2021-06-13,Aberdeenshire,0
2021-06-13,Angus,0
2021-06-13,Argyll & Bute,0
2021-06-13,City of Edinburgh,0
2021-06-13,Clackmannanshire,0
2021-06-13,Dumfries & Galloway,0
2021-06-13,Dundee City,0
2021-06-13,East Ayrshire,0
2021-06-13,East Dunbartonshire,0
2021-06-13,East Lothian,0
2021-06-13,East Renfrewshire,0
2021-06-13,Falkirk,0
2021-06-13,Fife,0
2021-06-13,Glasgow City,0
2021-06-13,Highland,0
2021-06-13,Inverclyde,0
2021-06-13,Midlothian,0
2021-06-13,Moray,0
2021-06-13,Na h-Eileanan Siar,0
2021-06-13,North Ayrshire,0
2021-06-13,North Lanarkshire,0
2021-06-13,Orkney Islands,0
2021-06-13,Perth & Kinross,0
2021-06-13,Renfrewshire,0
2021-06-13,Scottish Borders,0
2021-06-13,Shetland Islands,0
2021-06-13,South Ayrshire,0
2021-06-13,South Lanarkshire,0
2021-06-13,Stirling,0
2021-06-13,West Dunbartonshire,0
2021-06-13,West Lothian,0
2021-06-14,Aberdeen City,0
2021-06-14,Aberdeenshire,0
2021-06-14,Angus,0
2021-06-14,Argyll & Bute,0
2021-06-14,City of Edinburgh,0
2021-06-14,Clackmannanshire,0
2021-06-14,Dumfries & Galloway,0
2021-06-14,Dundee City,0
2021-06-14,East Ayrshire,0
2021-06-14,East Dunbartonshire,0
2021-06-14,East Lothian,0
2021-06-14,East Renfrewshire,0
2021-06-14,Falkirk,0
2021-06-14,Fife,0
2021-06-14,Glasgow City,1
2021-06-14,Highland,0
2021-06-14,Inverclyde,0
2021-06-14,Midlothian,0
2021-06-14,Moray,0
2021-06-14,Na h-Eileanan Siar,0
2021-06-14,North Ayrshire,0
2021-06-14,North Lanarkshire,0
2021-06-14,Orkney Islands,0
2021-06-14,Perth & Kinross,0
2021-06-14,Renfrewshire,0
2021-06-14,Scottish Borders,0
2021-06-14,Shetland Islands,0
2021-06-14,South Ayrshire,0
2021-06-14,South Lanarkshire,0
2021-06-14,Stirling,0
2021-06-14,West Dunbartonshire,0
2021-06-14,West Lothian,0
2021-06-15,Aberdeen City,0
2021-06-15,Aberdeenshire,0
2021-06-15,Angus,0
2021-06-15,Argyll & Bute,0
2021-06-15,City of Edinburgh,0
2021-06-15,Clackmannanshire,0
2021-06-15,Dumfries & Galloway,0
2021-06-15,Dundee City,0
2021-06-15,East Ayrshire,0
2021-06-15,East Dunbartonshire,0
2021-06-15,East Lothian,0
2021-06-15,East Renfrewshire,0
2021-06-15,Falkirk,0
2021-06-15,Fife,0
2021-06-15,Glasgow City,0
2021-06-15,Highland,0
2021-06-15,Inverclyde,0
2021-06-15,Midlothian,0
2021-06-15,Moray,0
2021-06-15,Na h-Eileanan Siar,0
2021-06-15,North Ayrshire,0
2021-06-15,North Lanarkshire,0
2021-06-15,Orkney Islands,0
2021-06-15,Perth & Kinross,0
2021-06-15,Renfrewshire,0
2021-06-15,Scottish Borders,0
2021-06-15,Shetland Islands,0
2021-06-15,South Ayrshire,0
2021-06-15,South Lanarkshire,0
2021-06-15,Stirling,0
2021-06-15,West Dunbartonshire,0
2021-06-15,West Lothian,0
2021-06-16,Aberdeen City,0
2021-06-16,Aberdeenshire,0
2021-06-16,Angus,0
2021-06-16,Argyll & Bute,0
2021-06-16,City of Edinburgh,0
2021-06-16,Clackmannanshire,0
2021-06-16,Dumfries & Galloway,0
2021-06-16,Dundee City,0
2021-06-16,East Ayrshire,0
2021-06-16,East Dunbartonshire,0
2021-06-16,East Lothian,0
2021-06-16,East Renfrewshire,0
2021-06-16,Falkirk,0
2021-06-16,Fife,0
2021-06-16,Glasgow City,0
2021-06-16,Highland,0
2021-06-16,Inverclyde,0
2021-06-16,Midlothian,0
2021-06-16,Moray,0
2021-06-16,Na h-Eileanan Siar,0
2021-06-16,North Ayrshire,0
2021-06-16,North Lanarkshire,0
2021-06-16,Orkney Islands,0
2021-06-16,Perth & Kinross,0
2021-06-16,Renfrewshire,0
2021-06-16,Scottish Borders,0
2021-06-16,Shetland Islands,0
2021-06-16,South Ayrshire,0
2021-06-16,South Lanarkshire,0
2021-06-16,Stirling,0
2021-06-16,West Dunbartonshire,0
2021-06-16,West Lothian,0
2021-06-17,Aberdeen City,0
2021-06-17,Aberdeenshire,0
2021-06-17,Angus,0
2021-06-17,Argyll & Bute,0
2021-06-17,City of Edinburgh,0
2021-06-17,Clackmannanshire,0
2021-06-17,Dumfries & Galloway,0
2021-06-17,Dundee City,0
2021-06-17,East Ayrshire,0
2021-06-17,East Dunbartonshire,0
2021-06-17,East Lothian,0
2021-06-17,East Renfrewshire,0
2021-06-17,Falkirk,0
2021-06-17,Fife,0
2021-06-17,Glasgow City,0
2021-06-17,Highland,0
2021-06-17,Inverclyde,0
2021-06-17,Midlothian,0
2021-06-17,Moray,0
2021-06-17,Na h-Eileanan Siar,0
2021-06-17,North Ayrshire,0
2021-06-17,North Lanarkshire,0
2021-06-17,Orkney Islands,0
2021-06-17,Perth & Kinross,0
2021-06-17,Renfrewshire,0
2021-06-17,Scottish Borders,0
2021-06-17,Shetland Islands,0
2021-06-17,South Ayrshire,0
2021-06-17,South Lanarkshire,0
2021-06-17,Stirling,0
2021-06-17,West Dunbartonshire,0
2021-06-17,West Lothian,0
2021-06-18,Aberdeen City,0
2021-06-18,Aberdeenshire,0
2021-06-18,Angus,0
2021-06-18,Argyll & Bute,0
2021-06-18,City of Edinburgh,0
2021-06-18,Clackmannanshire,0
2021-06-18,Dumfries & Galloway,0
2021-06-18,Dundee City,0
2021-06-18,East Ayrshire,0
2021-06-18,East Dunbartonshire,0
2021-06-18,East Lothian,0
2021-06-18,East Renfrewshire,0
2021-06-18,Falkirk,0
2021-06-18,Fife,0
2021-06-18,Glasgow City,0
2021-06-18,Highland,0
2021-06-18,Inverclyde,0
2021-06-18,Midlothian,0
2021-06-18,Moray,0
2021-06-18,Na h-Eileanan Siar,0
2021-06-18,North Ayrshire,0
2021-06-18,North Lanarkshire,0
2021-06-18,Orkney Islands,0
2021-06-18,Perth & Kinross,0
2021-06-18,Renfrewshire,0
2021-06-18,Scottish Borders,0
2021-06-18,Shetland Islands,0
2021-06-18,South Ayrshire,0
2021-06-18,South Lanarkshire,0
2021-06-18,Stirling,0
2021-06-18,West Dunbartonshire,0
2021-06-18,West Lothian,0
2021-06-19,Aberdeen City,0
2021-06-19,Aberdeenshire,0
2021-06-19,Angus,0
2021-06-19,Argyll & Bute,0
2021-06-19,City of Edinburgh,0
2021-06-19,Clackmannanshire,0
2021-06-19,Dumfries & Galloway,0
2021-06-19,Dundee City,0
2021-06-19,East Ayrshire,0
2021-06-19,East Dunbartonshire,0
2021-06-19,East Lothian,0
2021-06-19,East Renfrewshire,0
2021-06-19,Falkirk,0
2021-06-19,Fife,0
2021-06-19,Glasgow City,0
2021-06-19,Highland,0
2021-06-19,Inverclyde,0
2021-06-19,Midlothian,0
2021-06-19,Moray,0
2021-06-19,Na h-Eileanan Siar,0
2021-06-19,North Ayrshire,0
2021-06-19,North Lanarkshire,0
2021-06-19,Orkney Islands,0
2021-06-19,Perth & Kinross,0
2021-06-19,Renfrewshire,0
2021-06-19,Scottish Borders,0
2021-06-19,Shetland Islands,0
2021-06-19,South Ayrshire,0
2021-06-19,South Lanarkshire,0
2021-06-19,Stirling,0
2021-06-19,West Dunbartonshire,0
2021-06-19,West Lothian,0
2021-06-20,Aberdeen City,0
2021-06-20,Aberdeenshire,0
2021-06-20,Angus,0
2021-06-20,Argyll & Bute,0
2021-06-20,City of Edinburgh,0
2021-06-20,Clackmannanshire,0
2021-06-20,Dumfries & Galloway,0
2021-06-20,Dundee City,0
2021-06-20,East Ayrshire,0
2021-06-20,East Dunbartonshire,0
2021-06-20,East Lothian,0
2021-06-20,East Renfrewshire,0
2021-06-20,Falkirk,0
2021-06-20,Fife,0
2021-06-20,Glasgow City,0
2021-06-20,Highland,0
2021-06-20,Inverclyde,0
2021-06-20,Midlothian,0
2021-06-20,Moray,0
2021-06-20,Na h-Eileanan Siar,0
2021-06-20,North Ayrshire,0
2021-06-20,North Lanarkshire,0
2021-06-20,Orkney Islands,0
2021-06-20,Perth & Kinross,0
2021-06-20,Renfrewshire,0
2021-06-20,Scottish Borders,0
2021-06-20,Shetland Islands,0
2021-06-20,South Ayrshire,0
2021-06-20,South Lanarkshire,0
2021-06-20,Stirling,0
2021-06-20,West Dunbartonshire,0
2021-06-20,West Lothian,0
2021-06-21,Aberdeen City,0
2021-06-21,Aberdeenshire,0
2021-06-21,Angus,0
2021-06-21,Argyll & Bute,0
2021-06-21,City of Edinburgh,0
2021-06-21,Clackmannanshire,0
2021-06-21,Dumfries & Galloway,0
2021-06-21,Dundee City,0
2021-06-21,East Ayrshire,0
2021-06-21,East Dunbartonshire,0
2021-06-21,East Lothian,0
2021-06-21,East Renfrewshire,0
2021-06-21,Falkirk,0
2021-06-21,Fife,0
2021-06-21,Glasgow City,0
2021-06-21,Highland,0
2021-06-21,Inverclyde,0
2021-06-21,Midlothian,0
2021-06-21,Moray,0
2021-06-21,Na h-Eileanan Siar,0
2021-06-21,North Ayrshire,0
2021-06-21,North Lanarkshire,0
2021-06-21,Orkney Islands,0
2021-06-21,Perth & Kinross,0
2021-06-21,Renfrewshire,0
2021-06-21,Scottish Borders,0
2021-06-21,Shetland Islands,0
2021-06-21,South Ayrshire,0
2021-06-21,South Lanarkshire,0
2021-06-21,Stirling,0
2021-06-21,West Dunbartonshire,0
2021-06-21,West Lothian,0
2021-06-22,Aberdeen City,0
2021-06-22,Aberdeenshire,0
2021-06-22,Angus,0
2021-06-22,Argyll & Bute,0
2021-06-22,City of Edinburgh,0
2021-06-22,Clackmannanshire,0
2021-06-22,Dumfries & Galloway,0
2021-06-22,Dundee City,1
2021-06-22,East Ayrshire,0
2021-06-22,East Dunbartonshire,0
2021-06-22,East Lothian,0
2021-06-22,East Renfrewshire,0
2021-06-22,Falkirk,0
2021-06-22,Fife,0
2021-06-22,Glasgow City,0
2021-06-22,Highland,0
2021-06-22,Inverclyde,0
2021-06-22,Midlothian,0
2021-06-22,Moray,0
2021-06-22,Na h-Eileanan Siar,0
2021-06-22,North Ayrshire,0
2021-06-22,North Lanarkshire,0
2021-06-22,Orkney Islands,0
2021-06-22,Perth & Kinross,0
2021-06-22,Renfrewshire,0
2021-06-22,Scottish Borders,0
2021-06-22,Shetland Islands,0
2021-06-22,South Ayrshire,0
2021-06-22,South Lanarkshire,0
2021-06-22,Stirling,0
2021-06-22,West Dunbartonshire,0
2021-06-22,West Lothian,0
2021-06-23,Aberdeen City,0
2021-06-23,Aberdeenshire,0
2021-06-23,Angus,0
2021-06-23,Argyll & Bute,0
2021-06-23,City of Edinburgh,0
2021-06-23,Clackmannanshire,0
2021-06-23,Dumfries & Galloway,0
2021-06-23,Dundee City,1
2021-06-23,East Ayrshire,0
2021-06-23,East Dunbartonshire,0
2021-06-23,East Lothian,0
2021-06-23,East Renfrewshire,0
2021-06-23,Falkirk,0
2021-06-23,Fife,0
2021-06-23,Glasgow City,1
2021-06-23,Highland,0
2021-06-23,Inverclyde,0
2021-06-23,Midlothian,0
2021-06-23,Moray,0
2021-06-23,Na h-Eileanan Siar,0
2021-06-23,North Ayrshire,0
2021-06-23,North Lanarkshire,0
2021-06-23,Orkney Islands,0
2021-06-23,Perth & Kinross,0
2021-06-23,Renfrewshire,0
2021-06-23,Scottish Borders,0
2021-06-23,Shetland Islands,0
2021-06-23,South Ayrshire,0
2021-06-23,South Lanarkshire,0
2021-06-23,Stirling,0
2021-06-23,West Dunbartonshire,0
2021-06-23,West Lothian,0
2021-06-24,Aberdeen City,0
2021-06-24,Aberdeenshire,0
2021-06-24,Angus,0
2021-06-24,Argyll & Bute,0
2021-06-24,City of Edinburgh,0
2021-06-24,Clackmannanshire,0
2021-06-24,Dumfries & Galloway,0
2021-06-24,Dundee City,1
2021-06-24,East Ayrshire,0
2021-06-24,East Dunbartonshire,0
2021-06-24,East Lothian,0
2021-06-24,East Renfrewshire,0
2021-06-24,Falkirk,0
2021-06-24,Fife,0
2021-06-24,Glasgow City,1
2021-06-24,Highland,0
2021-06-24,Inverclyde,0
2021-06-24,Midlothian,0
2021-06-24,Moray,0
2021-06-24,Na h-Eileanan Siar,0
2021-06-24,North Ayrshire,0
2021-06-24,North Lanarkshire,0
2021-06-24,Orkney Islands,0
2021-06-24,Perth & Kinross,0
2021-06-24,Renfrewshire,0
2021-06-24,Scottish Borders,0
2021-06-24,Shetland Islands,0
2021-06-24,South Ayrshire,0
2021-06-24,South Lanarkshire,1
2021-06-24,Stirling,0
2021-06-24,West Dunbartonshire,0
2021-06-24,West Lothian,0
2021-06-25,Aberdeen City,0
2021-06-25,Aberdeenshire,0
2021-06-25,Angus,0
2021-06-25,Argyll & Bute,0
2021-06-25,City of Edinburgh,1
2021-06-25,Clackmannanshire,0
2021-06-25,Dumfries & Galloway,0
2021-06-25,Dundee City,1
2021-06-25,East Ayrshire,0
2021-06-25,East Dunbartonshire,0
2021-06-25,East Lothian,0
2021-06-25,East Renfrewshire,0
2021-06-25,Falkirk,0
2021-06-25,Fife,0
2021-06-25,Glasgow City,1
2021-06-25,Highland,0
2021-06-25,Inverclyde,0
2021-06-25,Midlothian,0
2021-06-25,Moray,0
2021-06-25,Na h-Eileanan Siar,0
2021-06-25,North Ayrshire,0
2021-06-25,North Lanarkshire,0
2021-06-25,Orkney Islands,0
2021-06-25,Perth & Kinross,0
2021-06-25,Renfrewshire,0
2021-06-25,Scottish Borders,0
2021-06-25,Shetland Islands,0
2021-06-25,South Ayrshire,0
2021-06-25,South Lanarkshire,1
2021-06-25,Stirling,0
2021-06-25,West Dunbartonshire,0
2021-06-25,West Lothian,0
2021-06-26,Aberdeen City,0
2021-06-26,Aberdeenshire,0
2021-06-26,Angus,0
2021-06-26,Argyll & Bute,0
2021-06-26,City of Edinburgh,1
2021-06-26,Clackmannanshire,0
2021-06-26,Dumfries & Galloway,0
2021-06-26,Dundee City,1
2021-06-26,East Ayrshire,0
2021-06-26,East Dunbartonshire,0
2021-06-26,East Lothian,0
2021-06-26,East Renfrewshire,0
2021-06-26,Falkirk,0
2021-06-26,Fife,0
2021-06-26,Glasgow City,1
2021-06-26,Highland,0
2021-06-26,Inverclyde,0
2021-06-26,Midlothian,0
2021-06-26,Moray,0
2021-06-26,Na h-Eileanan Siar,0
2021-06-26,North Ayrshire,0
2021-06-26,North Lanarkshire,0
2021-06-26,Orkney Islands,0
2021-06-26,Perth & Kinross,0
2021-06-26,Renfrewshire,0
2021-06-26,Scottish Borders,0
2021-06-26,Shetland Islands,0
2021-06-26,South Ayrshire,0
2021-06-26,South Lanarkshire,1
2021-06-26,Stirling,0
2021-06-26,West Dunbartonshire,0
2021-06-26,West Lothian,0
2021-06-27,Aberdeen City,0
2021-06-27,Aberdeenshire,0
2021-06-27,Angus,0
2021-06-27,Argyll & Bute,0
2021-06-27,City of Edinburgh,1
2021-06-27,Clackmannanshire,0
2021-06-27,Dumfries & Galloway,0
2021-06-27,Dundee City,1
2021-06-27,East Ayrshire,0
2021-06-27,East Dunbartonshire,0
2021-06-27,East Lothian,0
2021-06-27,East Renfrewshire,0
2021-06-27,Falkirk,0
2021-06-27,Fife,0
2021-06-27,Glasgow City,1
2021-06-27,Highland,0
2021-06-27,Inverclyde,0
2021-06-27,Midlothian,0
2021-06-27,Moray,0
2021-06-27,Na h-Eileanan Siar,0
2021-06-27,North Ayrshire,0
2021-06-27,North Lanarkshire,0
2021-06-27,Orkney Islands,0
2021-06-27,Perth & Kinross,0
2021-06-27,Renfrewshire,0
2021-06-27,Scottish Borders,0
2021-06-27,Shetland Islands,0
2021-06-27,South Ayrshire,0
2021-06-27,South Lanarkshire,0
2021-06-27,Stirling,0
2021-06-27,West Dunbartonshire,0
2021-06-27,West Lothian,0
2021-06-28,Aberdeen City,0
2021-06-28,Aberdeenshire,0
2021-06-28,Angus,0
2021-06-28,Argyll & Bute,0
2021-06-28,City of Edinburgh,1
2021-06-28,Clackmannanshire,0
2021-06-28,Dumfries & Galloway,0
2021-06-28,Dundee City,0
2021-06-28,East Ayrshire,0
2021-06-28,East Dunbartonshire,0
2021-06-28,East Lothian,0
2021-06-28,East Renfrewshire,0
2021-06-28,Falkirk,0
2021-06-28,Fife,0
2021-06-28,Glasgow City,1
2021-06-28,Highland,0
2021-06-28,Inverclyde,0
2021-06-28,Midlothian,0
2021-06-28,Moray,0
2021-06-28,Na h-Eileanan Siar,0
2021-06-28,North Ayrshire,0
2021-06-28,North Lanarkshire,0
2021-06-28,Orkney Islands,0
2021-06-28,Perth & Kinross,0
2021-06-28,Renfrewshire,0
2021-06-28,Scottish Borders,0
2021-06-28,Shetland Islands,0
2021-06-28,South Ayrshire,0
2021-06-28,South Lanarkshire,0
2021-06-28,Stirling,0
2021-06-28,West Dunbartonshire,0
2021-06-28,West Lothian,0
2021-06-29,Aberdeen City,0
2021-06-29,Aberdeenshire,0
2021-06-29,Angus,0
2021-06-29,Argyll & Bute,0
2021-06-29,City of Edinburgh,1
2021-06-29,Clackmannanshire,0
2021-06-29,Dumfries & Galloway,0
2021-06-29,Dundee City,0
2021-06-29,East Ayrshire,0
2021-06-29,East Dunbartonshire,0
2021-06-29,East Lothian,0
2021-06-29,East Renfrewshire,0
2021-06-29,Falkirk,0
2021-06-29,Fife,0
2021-06-29,Glasgow City,1
2021-06-29,Highland,0
2021-06-29,Inverclyde,0
2021-06-29,Midlothian,0
2021-06-29,Moray,0
2021-06-29,Na h-Eileanan Siar,0
2021-06-29,North Ayrshire,0
2021-06-29,North Lanarkshire,0
2021-06-29,Orkney Islands,0
2021-06-29,Perth & Kinross,0
2021-06-29,Renfrewshire,0
2021-06-29,Scottish Borders,0
2021-06-29,Shetland Islands,0
2021-06-29,South Ayrshire,0
2021-06-29,South Lanarkshire,0
2021-06-29,Stirling,0
2021-06-29,West Dunbartonshire,0
2021-06-29,West Lothian,0
2021-06-30,Aberdeen City,0
2021-06-30,Aberdeenshire,0
2021-06-30,Angus,0
2021-06-30,Argyll & Bute,0
2021-06-30,City of Edinburgh,1
2021-06-30,Clackmannanshire,0
2021-06-30,Dumfries & Galloway,0
2021-06-30,Dundee City,0
2021-06-30,East Ayrshire,0
2021-06-30,East Dunbartonshire,0
2021-06-30,East Lothian,0
2021-06-30,East Renfrewshire,0
2021-06-30,Falkirk,0
2021-06-30,Fife,0
2021-06-30,Glasgow City,1
2021-06-30,Highland,0
2021-06-30,Inverclyde,0
2021-06-30,Midlothian,0
2021-06-30,Moray,0
2021-06-30,Na h-Eileanan Siar,0
2021-06-30,North Ayrshire,0
2021-06-30,North Lanarkshire,0
2021-06-30,Orkney Islands,0
2021-06-30,Perth & Kinross,0
2021-06-30,Renfrewshire,0
2021-06-30,Scottish Borders,0
2021-06-30,Shetland Islands,0
2021-06-30,South Ayrshire,0
2021-06-30,South Lanarkshire,0
2021-06-30,Stirling,0
2021-06-30,West Dunbartonshire,0
2021-06-30,West Lothian,0
