Date,Council,Vaccinations_per_LA
2021-04-29,East Dunbartonshire,57539
2021-04-29,East Lothian,49759
2021-04-29,East Renfrewshire,41958
2021-04-29,Falkirk,79837
2021-04-29,Fife,178860
2021-04-29,Glasgow City,237396
2021-04-29,Highland,124889
2021-04-29,Inverclyde,37879
2021-04-29,Midlothian,42665
2021-04-29,Moray,48041
2021-04-29,Na h-Eileanan Siar,18652
2021-04-29,North Ayrshire,68674
2021-04-29,North Lanarkshire,165725
2021-04-29,Orkney Islands,13597
2021-04-29,Perth and Kinross,80652
2021-04-29,Renfrewshire,82479
2021-04-29,Scottish Borders,60123
2021-04-29,Shetland Islands,13205
2021-04-29,South Ayrshire,60211
2021-04-29,South Lanarkshire,166193
2021-04-29,Stirling,43376
2021-04-29,West Dunbartonshire,43454
2021-04-29,West Lothian,79206
2021-04-30,Aberdeen City,90944
2021-04-30,Aberdeenshire,126586
2021-04-30,Angus,61368
2021-04-30,Argyll and Bute,50536
2021-04-30,City of Edinburgh,193551
2021-04-30,Clackmannanshire,26200
2021-04-30,Dumfries and Galloway,98570
2021-04-30,Dundee City,68573
2021-04-30,East Ayrshire,60234
2021-04-30,East Dunbartonshire,57758
2021-04-30,East Lothian,49802
2021-04-30,East Renfrewshire,42313
2021-04-30,Falkirk,80232
2021-04-30,Fife,178264
2021-04-30,Glasgow City,238145
2021-04-30,Highland,125467
2021-04-30,Inverclyde,38073
2021-04-30,Midlothian,42885
2021-04-30,Moray,48320
2021-04-30,Na h-Eileanan Siar,18864
2021-04-30,North Ayrshire,68697
2021-04-30,North Lanarkshire,165806
2021-04-30,Orkney Islands,13601
2021-04-30,Perth and Kinross,80945
2021-04-30,Renfrewshire,82510
2021-04-30,Scottish Borders,60122
2021-04-30,Shetland Islands,13200
2021-04-30,South Ayrshire,60222
2021-04-30,South Lanarkshire,166336
2021-04-30,Stirling,43441
2021-04-30,West Dunbartonshire,43560
2021-04-30,West Lothian,79507
2021-05-01,Aberdeen City,92057
2021-05-01,Aberdeenshire,127654
2021-05-01,Angus,61555
2021-05-01,Argyll and Bute,50344
2021-05-01,City of Edinburgh,193610
2021-05-01,Clackmannanshire,26412
2021-05-01,Dumfries and Galloway,98933
2021-05-01,Dundee City,68618
2021-05-01,East Ayrshire,60417
2021-05-01,East Dunbartonshire,57879
2021-05-01,East Lothian,49851
2021-05-01,East Renfrewshire,42655
2021-05-01,Falkirk,80587
2021-05-01,Fife,177874
2021-05-01,Glasgow City,239021
2021-05-01,Highland,126030
2021-05-01,Inverclyde,38200
2021-05-01,Midlothian,43112
2021-05-01,Moray,48618
2021-05-01,Na h-Eileanan Siar,19038
2021-05-01,North Ayrshire,68889
2021-05-01,North Lanarkshire,165862
2021-05-01,Orkney Islands,13601
2021-05-01,Perth and Kinross,81142
2021-05-01,Renfrewshire,82499
2021-05-01,Scottish Borders,60238
2021-05-01,Shetland Islands,13238
2021-05-01,South Ayrshire,60483
2021-05-01,South Lanarkshire,166451
2021-05-01,Stirling,43602
2021-05-01,West Dunbartonshire,43554
2021-05-01,West Lothian,79736
2021-05-02,Aberdeen City,93174
2021-05-02,Aberdeenshire,128684
2021-05-02,Angus,61753
2021-05-02,Argyll and Bute,50591
2021-05-02,City of Edinburgh,194018
2021-05-02,Clackmannanshire,26643
2021-05-02,Dumfries and Galloway,99574
2021-05-02,Dundee City,68663
2021-05-02,East Ayrshire,60666
2021-05-02,East Dunbartonshire,57966
2021-05-02,East Lothian,50173
2021-05-02,East Renfrewshire,43060
2021-05-02,Falkirk,80914
2021-05-02,Fife,177585
2021-05-02,Glasgow City,240057
2021-05-02,Highland,127040
2021-05-02,Inverclyde,38279
2021-05-02,Midlothian,43295
2021-05-02,Moray,48969
2021-05-02,Na h-Eileanan Siar,19143
2021-05-02,North Ayrshire,69058
2021-05-02,North Lanarkshire,165989
2021-05-02,Orkney Islands,13600
2021-05-02,Perth and Kinross,81319
2021-05-02,Renfrewshire,82773
2021-05-02,Scottish Borders,60556
2021-05-02,Shetland Islands,13313
2021-05-02,South Ayrshire,60864
2021-05-02,South Lanarkshire,166739
2021-05-02,Stirling,43797
2021-05-02,West Dunbartonshire,43524
2021-05-02,West Lothian,80030
2021-05-03,Aberdeen City,94060
2021-05-03,Aberdeenshire,129639
2021-05-03,Angus,61884
2021-05-03,Argyll and Bute,50827
2021-05-03,City of Edinburgh,194250
2021-05-03,Clackmannanshire,26866
2021-05-03,Dumfries and Galloway,100083
2021-05-03,Dundee City,68617
2021-05-03,East Ayrshire,60874
2021-05-03,East Dunbartonshire,58032
2021-05-03,East Lothian,50514
2021-05-03,East Renfrewshire,43436
2021-05-03,Falkirk,81186
2021-05-03,Fife,177373
2021-05-03,Glasgow City,241056
2021-05-03,Highland,128007
2021-05-03,Inverclyde,38356
2021-05-03,Midlothian,43439
2021-05-03,Moray,49264
2021-05-03,Na h-Eileanan Siar,19244
2021-05-03,North Ayrshire,69189
2021-05-03,North Lanarkshire,166324
2021-05-03,Orkney Islands,13600
2021-05-03,Perth and Kinross,81417
2021-05-03,Renfrewshire,83040
2021-05-03,Scottish Borders,60971
2021-05-03,Shetland Islands,13415
2021-05-03,South Ayrshire,60995
2021-05-03,South Lanarkshire,167186
2021-05-03,Stirling,44005
2021-05-03,West Dunbartonshire,43513
2021-05-03,West Lothian,80350
2021-05-04,Aberdeen City,94823
2021-05-04,Aberdeenshire,130792
2021-05-04,Angus,61955
2021-05-04,Argyll and Bute,51070
2021-05-04,City of Edinburgh,194454
2021-05-04,Clackmannanshire,27098
2021-05-04,Dumfries and Galloway,100607
2021-05-04,Dundee City,68591
2021-05-04,East Ayrshire,60945
2021-05-04,East Dunbartonshire,58097
2021-05-04,East Lothian,50933
2021-05-04,East Renfrewshire,43906
2021-05-04,Falkirk,81497
2021-05-04,Fife,177302
2021-05-04,Glasgow City,242137
2021-05-04,Highland,128764
2021-05-04,Inverclyde,38391
2021-05-04,Midlothian,43622
2021-05-04,Moray,49521
2021-05-04,Na h-Eileanan Siar,19351
2021-05-04,North Ayrshire,69363
2021-05-04,North Lanarkshire,166813
2021-05-04,Orkney Islands,13610
2021-05-04,Perth and Kinross,81456
2021-05-04,Renfrewshire,83315
2021-05-04,Scottish Borders,61646
2021-05-04,Shetland Islands,13573
2021-05-04,South Ayrshire,60955
2021-05-04,South Lanarkshire,167696
2021-05-04,Stirling,44184
2021-05-04,West Dunbartonshire,43358
2021-05-04,West Lothian,80696
2021-05-05,Aberdeen City,95434
2021-05-05,Aberdeenshire,131971
2021-05-05,Angus,62099
2021-05-05,Argyll and Bute,51416
2021-05-05,City of Edinburgh,194620
2021-05-05,Clackmannanshire,27324
2021-05-05,Dumfries and Galloway,100936
2021-05-05,Dundee City,68523
2021-05-05,East Ayrshire,60862
2021-05-05,East Dunbartonshire,57902
2021-05-05,East Lothian,51367
2021-05-05,East Renfrewshire,44269
2021-05-05,Falkirk,81761
2021-05-05,Fife,177280
2021-05-05,Glasgow City,242879
2021-05-05,Highland,129528
2021-05-05,Inverclyde,38515
2021-05-05,Midlothian,43775
2021-05-05,Moray,49753
2021-05-05,Na h-Eileanan Siar,19385
2021-05-05,North Ayrshire,69611
2021-05-05,North Lanarkshire,167182
2021-05-05,Orkney Islands,13625
2021-05-05,Perth and Kinross,81449
2021-05-05,Renfrewshire,83694
2021-05-05,Scottish Borders,62590
2021-05-05,Shetland Islands,13805
2021-05-05,South Ayrshire,60680
2021-05-05,South Lanarkshire,167999
2021-05-05,Stirling,44368
2021-05-05,West Dunbartonshire,43106
2021-05-05,West Lothian,80937
2021-05-06,Aberdeen City,95901
2021-05-06,Aberdeenshire,133045
2021-05-06,Angus,62159
2021-05-06,Argyll and Bute,51657
2021-05-06,City of Edinburgh,194667
2021-05-06,Clackmannanshire,27552
2021-05-06,Dumfries and Galloway,101146
2021-05-06,Dundee City,68350
2021-05-06,East Ayrshire,60819
2021-05-06,East Dunbartonshire,57645
2021-05-06,East Lothian,51755
2021-05-06,East Renfrewshire,44436
2021-05-06,Falkirk,81973
2021-05-06,Fife,177307
2021-05-06,Glasgow City,243101
2021-05-06,Highland,130184
2021-05-06,Inverclyde,38630
2021-05-06,Midlothian,43840
2021-05-06,Moray,49966
2021-05-06,Na h-Eileanan Siar,19356
2021-05-06,North Ayrshire,69762
2021-05-06,North Lanarkshire,167463
2021-05-06,Orkney Islands,13614
2021-05-06,Perth and Kinross,81380
2021-05-06,Renfrewshire,84124
2021-05-06,Scottish Borders,63627
2021-05-06,Shetland Islands,14017
2021-05-06,South Ayrshire,60356
2021-05-06,South Lanarkshire,168127
2021-05-06,Stirling,44551
2021-05-06,West Dunbartonshire,42752
2021-05-06,West Lothian,81056
2021-05-07,Aberdeen City,96301
2021-05-07,Aberdeenshire,133678
2021-05-07,Angus,62220
2021-05-07,Argyll and Bute,51992
2021-05-07,City of Edinburgh,194542
2021-05-07,Clackmannanshire,27774
2021-05-07,Dumfries and Galloway,101147
2021-05-07,Dundee City,68044
2021-05-07,East Ayrshire,60799
2021-05-07,East Dunbartonshire,57127
2021-05-07,East Lothian,52021
2021-05-07,East Renfrewshire,44454
2021-05-07,Falkirk,82172
2021-05-07,Fife,177355
2021-05-07,Glasgow City,242786
2021-05-07,Highland,130535
2021-05-07,Inverclyde,38740
2021-05-07,Midlothian,43855
2021-05-07,Moray,50130
2021-05-07,Na h-Eileanan Siar,19221
2021-05-07,North Ayrshire,69850
2021-05-07,North Lanarkshire,167746
2021-05-07,Orkney Islands,13571
2021-05-07,Perth and Kinross,81147
2021-05-07,Renfrewshire,84314
2021-05-07,Scottish Borders,64591
2021-05-07,Shetland Islands,14194
2021-05-07,South Ayrshire,59917
2021-05-07,South Lanarkshire,168044
2021-05-07,Stirling,44635
2021-05-07,West Dunbartonshire,42312
2021-05-07,West Lothian,80985
2021-05-08,Aberdeen City,96702
2021-05-08,Aberdeenshire,134534
2021-05-08,Angus,61940
2021-05-08,Argyll and Bute,52284
2021-05-08,City of Edinburgh,194080
2021-05-08,Clackmannanshire,27724
2021-05-08,Dumfries and Galloway,100882
2021-05-08,Dundee City,67636
2021-05-08,East Ayrshire,60479
2021-05-08,East Dunbartonshire,56622
2021-05-08,East Lothian,52235
2021-05-08,East Renfrewshire,44398
2021-05-08,Falkirk,82248
2021-05-08,Fife,177465
2021-05-08,Glasgow City,241902
2021-05-08,Highland,130672
2021-05-08,Inverclyde,38883
2021-05-08,Midlothian,43803
2021-05-08,Moray,50157
2021-05-08,Na h-Eileanan Siar,18934
2021-05-08,North Ayrshire,69469
2021-05-08,North Lanarkshire,168092
2021-05-08,Orkney Islands,13445
2021-05-08,Perth and Kinross,80762
2021-05-08,Renfrewshire,84369
2021-05-08,Scottish Borders,65269
2021-05-08,Shetland Islands,14341
2021-05-08,South Ayrshire,59082
2021-05-08,South Lanarkshire,168065
2021-05-08,Stirling,44463
2021-05-08,West Dunbartonshire,41819
2021-05-08,West Lothian,80752
2021-05-09,Aberdeen City,97216
2021-05-09,Aberdeenshire,135375
2021-05-09,Angus,61644
2021-05-09,Argyll and Bute,51994
2021-05-09,City of Edinburgh,193241
2021-05-09,Clackmannanshire,27616
2021-05-09,Dumfries and Galloway,100256
2021-05-09,Dundee City,67194
2021-05-09,East Ayrshire,60122
2021-05-09,East Dunbartonshire,56072
2021-05-09,East Lothian,52325
2021-05-09,East Renfrewshire,44326
2021-05-09,Falkirk,82160
2021-05-09,Fife,177667
2021-05-09,Glasgow City,240792
2021-05-09,Highland,130493
2021-05-09,Inverclyde,38942
2021-05-09,Midlothian,43792
2021-05-09,Moray,50149
2021-05-09,Na h-Eileanan Siar,18582
2021-05-09,North Ayrshire,68862
2021-05-09,North Lanarkshire,168125
2021-05-09,Orkney Islands,13264
2021-05-09,Perth and Kinross,80319
2021-05-09,Renfrewshire,84245
2021-05-09,Scottish Borders,65772
2021-05-09,Shetland Islands,14399
2021-05-09,South Ayrshire,57976
2021-05-09,South Lanarkshire,167922
2021-05-09,Stirling,44268
2021-05-09,West Dunbartonshire,41589
2021-05-09,West Lothian,80373
2021-05-10,Aberdeen City,97624
2021-05-10,Aberdeenshire,136060
2021-05-10,Angus,61311
2021-05-10,Argyll and Bute,51693
2021-05-10,City of Edinburgh,192390
2021-05-10,Clackmannanshire,27422
2021-05-10,Dumfries and Galloway,99616
2021-05-10,Dundee City,66716
2021-05-10,East Ayrshire,59598
2021-05-10,East Dunbartonshire,55423
2021-05-10,East Lothian,52377
2021-05-10,East Renfrewshire,44103
2021-05-10,Falkirk,81953
2021-05-10,Fife,177233
2021-05-10,Glasgow City,239154
2021-05-10,Highland,130316
2021-05-10,Inverclyde,38736
2021-05-10,Midlothian,43755
2021-05-10,Moray,50111
2021-05-10,Na h-Eileanan Siar,18252
2021-05-10,North Ayrshire,67991
2021-05-10,North Lanarkshire,167871
2021-05-10,Orkney Islands,13068
2021-05-10,Perth and Kinross,79681
2021-05-10,Renfrewshire,83901
2021-05-10,Scottish Borders,66127
2021-05-10,Shetland Islands,14375
2021-05-10,South Ayrshire,56958
2021-05-10,South Lanarkshire,167537
2021-05-10,Stirling,43943
2021-05-10,West Dunbartonshire,41212
2021-05-10,West Lothian,79831
2021-05-11,Aberdeen City,97896
2021-05-11,Aberdeenshire,136564
2021-05-11,Angus,60824
2021-05-11,Argyll and Bute,51376
2021-05-11,City of Edinburgh,191802
2021-05-11,Clackmannanshire,27132
2021-05-11,Dumfries and Galloway,98796
2021-05-11,Dundee City,66251
2021-05-11,East Ayrshire,59149
2021-05-11,East Dunbartonshire,54753
2021-05-11,East Lothian,52408
2021-05-11,East Renfrewshire,43659
2021-05-11,Falkirk,81615
2021-05-11,Fife,176926
2021-05-11,Glasgow City,237482
2021-05-11,Highland,129970
2021-05-11,Inverclyde,38479
2021-05-11,Midlothian,43685
2021-05-11,Moray,49996
2021-05-11,Na h-Eileanan Siar,17905
2021-05-11,North Ayrshire,67190
2021-05-11,North Lanarkshire,167893
2021-05-11,Orkney Islands,12872
2021-05-11,Perth and Kinross,78971
2021-05-11,Renfrewshire,83327
2021-05-11,Scottish Borders,66257
2021-05-11,Shetland Islands,14259
2021-05-11,South Ayrshire,56050
2021-05-11,South Lanarkshire,167421
2021-05-11,Stirling,43407
2021-05-11,West Dunbartonshire,40827
2021-05-11,West Lothian,79199
2021-05-12,Aberdeen City,97882
2021-05-12,Aberdeenshire,136826
2021-05-12,Angus,60321
2021-05-12,Argyll and Bute,51034
2021-05-12,City of Edinburgh,191232
2021-05-12,Clackmannanshire,26733
2021-05-12,Dumfries and Galloway,97855
2021-05-12,Dundee City,65917
2021-05-12,East Ayrshire,58745
2021-05-12,East Dunbartonshire,53978
2021-05-12,East Lothian,52349
2021-05-12,East Renfrewshire,43165
2021-05-12,Falkirk,81216
2021-05-12,Fife,176573
2021-05-12,Glasgow City,236166
2021-05-12,Highland,129458
2021-05-12,Inverclyde,38085
2021-05-12,Midlothian,43581
2021-05-12,Moray,49795
2021-05-12,Na h-Eileanan Siar,17637
2021-05-12,North Ayrshire,66268
2021-05-12,North Lanarkshire,167933
2021-05-12,Orkney Islands,12698
2021-05-12,Perth and Kinross,78363
2021-05-12,Renfrewshire,82615
2021-05-12,Scottish Borders,66140
2021-05-12,Shetland Islands,14191
2021-05-12,South Ayrshire,55336
2021-05-12,South Lanarkshire,167500
2021-05-12,Stirling,42662
2021-05-12,West Dunbartonshire,40471
2021-05-12,West Lothian,78830
2021-05-13,Aberdeen City,97601
2021-05-13,Aberdeenshire,137024
2021-05-13,Angus,59877
2021-05-13,Argyll and Bute,50868
2021-05-13,City of Edinburgh,190647
2021-05-13,Clackmannanshire,26234
2021-05-13,Dumfries and Galloway,96609
2021-05-13,Dundee City,65725
2021-05-13,East Ayrshire,58141
2021-05-13,East Dunbartonshire,53188
2021-05-13,East Lothian,52244
2021-05-13,East Renfrewshire,42696
2021-05-13,Falkirk,80731
2021-05-13,Fife,176204
2021-05-13,Glasgow City,234911
2021-05-13,Highland,128881
2021-05-13,Inverclyde,37665
2021-05-13,Midlothian,43424
2021-05-13,Moray,49492
2021-05-13,Na h-Eileanan Siar,17353
2021-05-13,North Ayrshire,65335
2021-05-13,North Lanarkshire,168042
2021-05-13,Orkney Islands,12549
2021-05-13,Perth and Kinross,77744
2021-05-13,Renfrewshire,81743
2021-05-13,Scottish Borders,65959
2021-05-13,Shetland Islands,14163
2021-05-13,South Ayrshire,54782
2021-05-13,South Lanarkshire,167742
2021-05-13,Stirling,41752
2021-05-13,West Dunbartonshire,40116
2021-05-13,West Lothian,78756
2021-05-14,Aberdeen City,97212
2021-05-14,Aberdeenshire,137213
2021-05-14,Angus,59481
2021-05-14,Argyll and Bute,50686
2021-05-14,City of Edinburgh,190346
2021-05-14,Clackmannanshire,25743
2021-05-14,Dumfries and Galloway,95207
2021-05-14,Dundee City,65605
2021-05-14,East Ayrshire,57379
2021-05-14,East Dunbartonshire,52543
2021-05-14,East Lothian,52155
2021-05-14,East Renfrewshire,42104
2021-05-14,Falkirk,80178
2021-05-14,Fife,175810
2021-05-14,Glasgow City,234077
2021-05-14,Highland,128122
2021-05-14,Inverclyde,37124
2021-05-14,Midlothian,43247
2021-05-14,Moray,49193
2021-05-14,Na h-Eileanan Siar,17169
2021-05-14,North Ayrshire,64419
2021-05-14,North Lanarkshire,167939
2021-05-14,Orkney Islands,12446
2021-05-14,Perth and Kinross,77237
2021-05-14,Renfrewshire,80849
2021-05-14,Scottish Borders,65673
2021-05-14,Shetland Islands,14107
2021-05-14,South Ayrshire,54414
2021-05-14,South Lanarkshire,168207
2021-05-14,Stirling,40768
2021-05-14,West Dunbartonshire,39829
2021-05-14,West Lothian,78956
2021-05-15,Aberdeen City,96536
2021-05-15,Aberdeenshire,136945
2021-05-15,Angus,59273
2021-05-15,Argyll and Bute,50446
2021-05-15,City of Edinburgh,190370
2021-05-15,Clackmannanshire,25394
2021-05-15,Dumfries and Galloway,93725
2021-05-15,Dundee City,65485
2021-05-15,East Ayrshire,56606
2021-05-15,East Dunbartonshire,51863
2021-05-15,East Lothian,52161
2021-05-15,East Renfrewshire,41576
2021-05-15,Falkirk,79622
2021-05-15,Fife,175351
2021-05-15,Glasgow City,233763
2021-05-15,Highland,127283
2021-05-15,Inverclyde,36630
2021-05-15,Midlothian,43103
2021-05-15,Moray,48933
2021-05-15,Na h-Eileanan Siar,17020
2021-05-15,North Ayrshire,63601
2021-05-15,North Lanarkshire,167682
2021-05-15,Orkney Islands,12388
2021-05-15,Perth and Kinross,76802
2021-05-15,Renfrewshire,79842
2021-05-15,Scottish Borders,65387
2021-05-15,Shetland Islands,14010
2021-05-15,South Ayrshire,54326
2021-05-15,South Lanarkshire,168800
2021-05-15,Stirling,39927
2021-05-15,West Dunbartonshire,39770
2021-05-15,West Lothian,79320
2021-05-16,Aberdeen City,95728
2021-05-16,Aberdeenshire,136320
2021-05-16,Angus,59156
2021-05-16,Argyll and Bute,50570
2021-05-16,City of Edinburgh,190678
2021-05-16,Clackmannanshire,25248
2021-05-16,Dumfries and Galloway,92430
2021-05-16,Dundee City,65563
2021-05-16,East Ayrshire,55713
2021-05-16,East Dunbartonshire,51231
2021-05-16,East Lothian,52124
2021-05-16,East Renfrewshire,41005
2021-05-16,Falkirk,79286
2021-05-16,Fife,174649
2021-05-16,Glasgow City,233556
2021-05-16,Highland,126422
2021-05-16,Inverclyde,36260
2021-05-16,Midlothian,42811
2021-05-16,Moray,48647
2021-05-16,Na h-Eileanan Siar,16950
2021-05-16,North Ayrshire,62697
2021-05-16,North Lanarkshire,167547
2021-05-16,Orkney Islands,12393
2021-05-16,Perth and Kinross,76405
2021-05-16,Renfrewshire,78765
2021-05-16,Scottish Borders,65001
2021-05-16,Shetland Islands,13964
2021-05-16,South Ayrshire,54483
2021-05-16,South Lanarkshire,169423
2021-05-16,Stirling,39279
2021-05-16,West Dunbartonshire,39496
2021-05-16,West Lothian,79910
2021-05-17,Aberdeen City,95129
2021-05-17,Aberdeenshire,135745
2021-05-17,Angus,59149
2021-05-17,Argyll and Bute,50745
2021-05-17,City of Edinburgh,191127
2021-05-17,Clackmannanshire,25147
2021-05-17,Dumfries and Galloway,91347
2021-05-17,Dundee City,65792
2021-05-17,East Ayrshire,55178
2021-05-17,East Dunbartonshire,50929
2021-05-17,East Lothian,52043
2021-05-17,East Renfrewshire,40651
2021-05-17,Falkirk,79127
2021-05-17,Fife,174377
2021-05-17,Glasgow City,234065
2021-05-17,Highland,125619
2021-05-17,Inverclyde,36080
2021-05-17,Midlothian,42474
2021-05-17,Moray,48364
2021-05-17,Na h-Eileanan Siar,16891
2021-05-17,North Ayrshire,62355
2021-05-17,North Lanarkshire,167766
2021-05-17,Orkney Islands,12468
2021-05-17,Perth and Kinross,76354
2021-05-17,Renfrewshire,78088
2021-05-17,Scottish Borders,64670
2021-05-17,Shetland Islands,13937
2021-05-17,South Ayrshire,54716
2021-05-17,South Lanarkshire,170400
2021-05-17,Stirling,38730
2021-05-17,West Dunbartonshire,39361
